iso3,year,has_ai_law,regulatory_approach,regulatory_intensity,year_enacted,enforcement_level,thematic_coverage,regulatory_status_group,x1_source
ISR,2025,0,light_touch,4,,medium,8,soft_framework,IAPP
ITA,2013,0,light_touch,1,,none,0,soft_framework,OECD
ITA,2014,0,light_touch,1,,none,0,soft_framework,OECD
ITA,2015,0,light_touch,1,,none,0,soft_framework,OECD
ITA,2016,0,light_touch,1,,none,0,soft_framework,OECD
ITA,2017,0,light_touch,1,,none,0,soft_framework,OECD
ITA,2018,0,light_touch,2,,none,0,soft_framework,OECD
ITA,2019,0,light_touch,3,,none,0,soft_framework,OECD
ITA,2020,0,light_touch,5,,none,0,soft_framework,OECD
ITA,2021,0,light_touch,5,,none,3,soft_framework,OECD
ITA,2022,1,strategy_led,9,2022.0,low,3,strategy_only,OECD
ITA,2023,1,strategy_led,11,2022.0,low,5,strategy_only,OECD
ITA,2024,1,strategy_led,13,2022.0,low,8,strategy_only,OECD
ITA,2025,1,comprehensive,10,2024.0,high,14,binding_regulation,IAPP
JOR,2025,0,strategy_led,2,,low,3,strategy_only,IAPP
JPN,2013,1,regulation_focused,3,2003.0,low,0,binding_regulation,OECD
JPN,2014,1,regulation_focused,3,2003.0,low,0,binding_regulation,OECD
JPN,2015,1,regulation_focused,3,2003.0,low,0,binding_regulation,OECD
JPN,2016,1,regulation_focused,5,2003.0,low,0,binding_regulation,OECD
JPN,2017,1,regulation_focused,6,2003.0,low,0,binding_regulation,OECD
JPN,2018,1,regulation_focused,6,2003.0,low,0,binding_regulation,OECD
JPN,2019,1,regulation_focused,8,2003.0,low,0,binding_regulation,OECD
JPN,2020,1,regulation_focused,10,2003.0,medium,0,binding_regulation,OECD
JPN,2021,1,regulation_focused,12,2003.0,medium,0,binding_regulation,OECD
JPN,2022,1,regulation_focused,12,2003.0,medium,0,binding_regulation,OECD
JPN,2023,1,regulation_focused,13,2003.0,medium,0,binding_regulation,OECD
JPN,2024,1,regulation_focused,11,2003.0,medium,0,binding_regulation,OECD
JPN,2025,1,comprehensive,7,2025.0,medium,12,binding_regulation,IAPP
KAZ,2013,0,none,0,,none,0,no_framework,OECD
KAZ,2014,0,none,0,,none,0,no_framework,OECD
KAZ,2015,0,none,0,,none,0,no_framework,OECD
KAZ,2016,0,light_touch,2,,none,0,soft_framework,OECD
KAZ,2017,0,light_touch,3,,none,0,soft_framework,OECD
KAZ,2018,0,light_touch,6,,none,3,soft_framework,OECD
KAZ,2019,0,light_touch,6,,none,3,soft_framework,OECD
KAZ,2020,0,light_touch,6,,none,3,soft_framework,OECD
KAZ,2021,0,light_touch,5,,none,3,soft_framework,OECD
KAZ,2022,0,light_touch,5,,none,3,soft_framework,OECD
KAZ,2023,0,light_touch,5,,none,3,soft_framework,OECD
KAZ,2024,0,light_touch,5,,none,3,soft_framework,OECD
KAZ,2025,1,comprehensive,9,2025,high,12,binding_regulation,IAPP
KEN,2013,0,light_touch,1,,none,0,soft_framework,OECD
KEN,2014,0,light_touch,1,,none,0,soft_framework,OECD
KEN,2015,0,light_touch,2,,none,1,soft_framework,OECD
KEN,2016,0,light_touch,2,,none,1,soft_framework,OECD
KEN,2017,0,light_touch,3,,none,1,soft_framework,OECD
KEN,2018,0,light_touch,4,,none,1,soft_framework,OECD
KEN,2019,0,light_touch,4,,none,1,soft_framework,OECD
KEN,2020,0,light_touch,4,,none,1,soft_framework,OECD
KEN,2021,0,light_touch,4,,none,1,soft_framework,OECD
KEN,2022,0,light_touch,4,,none,1,soft_framework,OECD
KEN,2023,0,light_touch,5,,none,2,soft_framework,OECD
KEN,2024,0,light_touch,6,,none,3,soft_framework,OECD
KEN,2025,0,strategy_led,3,,low,5,strategy_only,IAPP
KOR,2013,0,none,0,,none,0,no_framework,OECD
KOR,2014,0,none,0,,none,0,no_framework,OECD
KOR,2015,0,none,0,,none,0,no_framework,OECD
KOR,2016,0,none,0,,none,0,no_framework,OECD
KOR,2017,0,light_touch,2,,medium,0,soft_framework,OECD
KOR,2018,0,light_touch,3,,medium,0,soft_framework,OECD
KOR,2019,0,light_touch,4,,medium,0,soft_framework,OECD
KOR,2020,0,strategy_led,6,,medium,0,strategy_only,OECD
KOR,2021,0,strategy_led,7,,medium,0,strategy_only,OECD
KOR,2022,0,strategy_led,6,,none,0,strategy_only,OECD
KOR,2023,0,light_touch,6,,none,9,soft_framework,OECD
KOR,2024,0,light_touch,6,,medium,20,soft_framework,OECD
KOR,2025,1,comprehensive,8,2025.0,high,12,binding_regulation,IAPP
LBN,2025,0,none,0,,none,1,no_framework,IAPP
LKA,2025,0,light_touch,1,,none,2,soft_framework,IAPP
LTU,2013,0,none,0,,none,0,no_framework,OECD
LTU,2014,0,none,0,,none,0,no_framework,OECD
LTU,2015,0,none,0,,none,0,no_framework,OECD
LTU,2016,0,light_touch,1,,none,5,soft_framework,OECD
LTU,2017,1,regulation_focused,3,2017.0,low,5,binding_regulation,OECD
LTU,2018,1,regulation_focused,4,2017.0,low,8,binding_regulation,OECD
LTU,2019,1,regulation_focused,4,2017.0,low,8,binding_regulation,OECD
LTU,2020,1,regulation_focused,6,2017.0,low,8,binding_regulation,OECD
LTU,2021,1,regulation_focused,6,2017.0,low,10,binding_regulation,OECD
LTU,2022,1,regulation_focused,7,2017.0,low,13,binding_regulation,OECD
LTU,2023,1,regulation_focused,11,2017.0,low,18,binding_regulation,OECD
LTU,2024,1,regulation_focused,13,2017.0,low,19,binding_regulation,OECD
LTU,2025,1,comprehensive,10,2024.0,high,14,binding_regulation,IAPP
LUX,2013,0,none,0,,none,0,no_framework,OECD
LUX,2014,0,light_touch,1,,none,0,soft_framework,OECD
LUX,2015,0,light_touch,1,,none,0,soft_framework,OECD
LUX,2016,0,light_touch,3,,none,0,soft_framework,OECD
LUX,2017,0,light_touch,3,,none,0,soft_framework,OECD
LUX,2018,0,light_touch,3,,none,0,soft_framework,OECD
LUX,2019,0,light_touch,5,,none,6,soft_framework,OECD
LUX,2020,0,light_touch,5,,none,9,soft_framework,OECD
LUX,2021,0,light_touch,5,,none,9,soft_framework,OECD
LUX,2022,0,light_touch,5,,none,9,soft_framework,OECD
LUX,2023,0,light_touch,5,,none,9,soft_framework,OECD
LUX,2024,0,light_touch,6,,none,11,soft_framework,OECD
LUX,2025,1,comprehensive,10,2024.0,high,14,binding_regulation,IAPP
LVA,2013,0,none,0,,none,0,no_framework,OECD
LVA,2014,0,none,0,,none,0,no_framework,OECD
LVA,2015,0,none,0,,none,0,no_framework,OECD
LVA,2016,0,none,0,,none,0,no_framework,OECD
LVA,2017,0,none,0,,none,0,no_framework,OECD
LVA,2018,0,none,0,,none,0,no_framework,OECD
LVA,2019,0,light_touch,2,,none,0,soft_framework,OECD
LVA,2020,0,light_touch,2,,none,3,soft_framework,OECD
LVA,2021,0,light_touch,5,,none,5,soft_framework,OECD
LVA,2022,0,light_touch,6,,none,9,soft_framework,OECD
LVA,2023,0,light_touch,7,,none,10,soft_framework,OECD
LVA,2024,0,light_touch,9,2024.0,none,14,soft_framework,OECD
LVA,2025,1,comprehensive,10,2024.0,high,14,binding_regulation,IAPP
MAR,2013,0,none,0,,none,0,no_framework,OECD
MAR,2014,0,none,0,,none,0,no_framework,OECD
MAR,2015,0,none,0,,none,0,no_framework,OECD
MAR,2016,0,none,0,,none,0,no_framework,OECD
MAR,2017,0,none,0,,none,0,no_framework,OECD
MAR,2018,0,none,0,,none,0,no_framework,OECD
MAR,2019,0,light_touch,1,,none,0,soft_framework,OECD
MAR,2020,0,light_touch,1,,none,0,soft_framework,OECD
MAR,2021,0,light_touch,2,,none,0,soft_framework,OECD
MAR,2022,0,light_touch,2,,none,0,soft_framework,OECD
MAR,2023,0,light_touch,2,,none,0,soft_framework,OECD
MAR,2024,0,light_touch,3,,none,3,soft_framework,OECD
MAR,2025,0,strategy_led,2,,low,4,strategy_only,IAPP
MEX,2013,0,none,0,,none,0,no_framework,OECD
MEX,2014,0,none,0,,none,0,no_framework,OECD
MEX,2015,0,none,0,,none,0,no_framework,OECD
MEX,2016,0,none,0,,none,0,no_framework,OECD
MEX,2017,0,none,0,,none,0,no_framework,OECD
MEX,2018,0,light_touch,3,,none,9,soft_framework,OECD
MEX,2019,0,light_touch,6,,none,11,soft_framework,OECD
MEX,2020,0,light_touch,6,,none,13,soft_framework,OECD
MEX,2021,0,light_touch,6,,none,13,soft_framework,OECD
MEX,2022,0,light_touch,6,,none,13,soft_framework,OECD
MEX,2023,0,light_touch,7,,medium,19,soft_framework,OECD
MEX,2024,0,strategy_led,8,,medium,21,strategy_only,OECD
MEX,2025,0,strategy_led,3,,low,6,strategy_only,IAPP
MLT,2013,0,light_touch,1,,none,3,soft_framework,OECD
MLT,2014,0,light_touch,4,,none,5,soft_framework,OECD
MLT,2015,0,light_touch,5,,none,5,soft_framework,OECD
MLT,2016,0,light_touch,6,,none,5,soft_framework,OECD
MLT,2017,0,light_touch,7,,none,5,soft_framework,OECD
MLT,2018,0,light_touch,10,,medium,15,soft_framework,OECD
MLT,2019,0,light_touch,11,,medium,16,soft_framework,OECD
MLT,2020,0,light_touch,11,,medium,16,soft_framework,OECD
MLT,2021,0,light_touch,11,,medium,17,soft_framework,OECD
MLT,2022,1,light_touch,13,2022.0,medium,19,soft_framework,OECD
MLT,2023,1,light_touch,19,2022.0,medium,21,soft_framework,OECD
MLT,2024,1,light_touch,20,2022.0,medium,23,soft_framework,OECD
MLT,2025,1,comprehensive,10,2024.0,high,14,binding_regulation,IAPP
MNG,2025,0,light_touch,1,,none,1,soft_framework,IAPP
MUS,2013,0,none,0,,none,0,no_framework,OECD
MUS,2014,0,none,0,,none,0,no_framework,OECD
MUS,2015,0,none,0,,none,0,no_framework,OECD
MUS,2016,0,none,0,,none,0,no_framework,OECD
MUS,2017,0,none,0,,none,0,no_framework,OECD
MUS,2018,0,strategy_led,1,,none,8,strategy_only,OECD
MUS,2019,0,none,0,,none,0,no_framework,OECD
MUS,2020,0,light_touch,1,,none,2,soft_framework,OECD
MUS,2021,0,light_touch,1,,none,2,soft_framework,OECD
MUS,2022,0,light_touch,2,,medium,2,soft_framework,OECD
MUS,2023,0,light_touch,2,,medium,2,soft_framework,OECD
MUS,2024,1,strategy_led,5,2024.0,medium,6,strategy_only,OECD
MUS,2025,0,strategy_led,2,,low,5,strategy_only,IAPP
MYS,2013,0,none,0,,none,0,no_framework,OECD
MYS,2014,0,none,0,,none,0,no_framework,OECD
MYS,2015,0,none,0,,none,0,no_framework,OECD
MYS,2016,0,none,0,,none,0,no_framework,OECD
MYS,2017,0,none,0,,none,0,no_framework,OECD
MYS,2018,0,none,0,,none,0,no_framework,OECD
MYS,2019,0,none,0,,none,0,no_framework,OECD
MYS,2020,0,none,0,,none,0,no_framework,OECD
MYS,2021,0,none,0,,none,0,no_framework,OECD
MYS,2022,0,none,0,,none,0,no_framework,OECD
MYS,2023,0,none,0,,none,0,no_framework,OECD
MYS,2024,0,light_touch,2,,none,1,soft_framework,OECD
MYS,2025,0,strategy_led,3,,low,6,strategy_only,IAPP
NGA,2013,0,none,0,,none,0,no_framework,OECD
NGA,2014,0,none,0,,none,0,no_framework,OECD
NGA,2015,0,none,0,,none,0,no_framework,OECD
NGA,2016,0,none,0,,none,0,no_framework,OECD
NGA,2017,0,none,0,,none,0,no_framework,OECD
NGA,2018,0,none,0,,none,0,no_framework,OECD
NGA,2019,0,none,0,,none,0,no_framework,OECD
NGA,2020,0,light_touch,1,,none,0,soft_framework,OECD
NGA,2021,0,light_touch,1,,none,0,soft_framework,OECD
NGA,2022,0,light_touch,2,,none,0,soft_framework,OECD
NGA,2023,0,light_touch,3,,none,6,soft_framework,OECD
NGA,2024,0,light_touch,4,,none,6,soft_framework,OECD
NGA,2025,0,strategy_led,3,,low,7,strategy_only,IAPP
NLD,2013,0,none,0,,none,0,no_framework,OECD
NLD,2014,0,none,0,,none,0,no_framework,OECD
NLD,2015,0,none,0,,none,0,no_framework,OECD
NLD,2016,0,light_touch,1,,none,5,soft_framework,OECD
NLD,2017,0,light_touch,1,,none,5,soft_framework,OECD
NLD,2018,0,light_touch,3,,none,11,soft_framework,OECD
NLD,2019,0,light_touch,6,,none,13,soft_framework,OECD
NLD,2020,0,light_touch,8,,none,15,soft_framework,OECD
NLD,2021,0,light_touch,8,,none,17,soft_framework,OECD
NLD,2022,0,light_touch,9,,none,18,soft_framework,OECD
NLD,2023,0,light_touch,10,,medium,21,soft_framework,OECD
NLD,2024,0,light_touch,11,,medium,23,soft_framework,OECD
NLD,2025,1,comprehensive,10,2024.0,high,14,binding_regulation,IAPP
NOR,2013,0,light_touch,2,,medium,0,soft_framework,OECD
NOR,2014,0,light_touch,2,,medium,0,soft_framework,OECD
NOR,2015,0,light_touch,3,,medium,0,soft_framework,OECD
NOR,2016,0,light_touch,3,,medium,0,soft_framework,OECD
NOR,2017,0,light_touch,4,,medium,0,soft_framework,OECD
NOR,2018,1,regulation_focused,8,2018.0,medium,0,binding_regulation,OECD
NOR,2019,1,regulation_focused,9,2018.0,medium,0,binding_regulation,OECD
NOR,2020,1,regulation_focused,13,2018.0,medium,0,binding_regulation,OECD
NOR,2021,1,regulation_focused,13,2018.0,medium,0,binding_regulation,OECD
NOR,2022,1,regulation_focused,14,2018.0,medium,0,binding_regulation,OECD
NOR,2023,1,regulation_focused,14,2018.0,medium,0,binding_regulation,OECD
NOR,2024,1,regulation_focused,14,2018.0,medium,0,binding_regulation,OECD
NOR,2025,0,strategy_led,4,,medium,8,strategy_only,IAPP
NZL,2013,0,light_touch,1,,none,1,soft_framework,OECD
NZL,2014,0,light_touch,1,,none,1,soft_framework,OECD
NZL,2015,0,light_touch,1,,none,1,soft_framework,OECD
NZL,2016,0,light_touch,1,,none,1,soft_framework,OECD
NZL,2017,0,light_touch,1,,none,1,soft_framework,OECD
NZL,2018,0,light_touch,2,,none,1,soft_framework,OECD
NZL,2019,0,light_touch,3,,medium,1,soft_framework,OECD
NZL,2020,1,regulation_focused,4,2020.0,medium,5,binding_regulation,OECD
NZL,2021,1,regulation_focused,4,2020.0,medium,5,binding_regulation,OECD
NZL,2022,1,regulation_focused,4,2020.0,medium,5,binding_regulation,OECD
NZL,2023,1,regulation_focused,7,2020.0,medium,5,binding_regulation,OECD
NZL,2024,1,regulation_focused,7,2020.0,medium,5,binding_regulation,OECD
NZL,2025,0,strategy_led,4,,medium,9,strategy_only,IAPP
PAK,2025,0,strategy_led,2,,low,3,strategy_only,IAPP
PAN,2025,0,strategy_led,2,,low,2,strategy_only,IAPP
PER,2013,0,light_touch,1,,none,0,soft_framework,OECD
PER,2014,0,light_touch,1,,none,0,soft_framework,OECD
PER,2015,0,light_touch,1,,none,0,soft_framework,OECD
PER,2016,0,light_touch,1,,none,0,soft_framework,OECD
PER,2017,0,light_touch,1,,none,0,soft_framework,OECD
PER,2018,0,light_touch,2,,medium,0,soft_framework,OECD
PER,2019,0,light_touch,2,,none,0,soft_framework,OECD
PER,2020,0,light_touch,4,,none,0,soft_framework,OECD
PER,2021,0,light_touch,5,,none,0,soft_framework,OECD
PER,2022,0,light_touch,5,,none,0,soft_framework,OECD
PER,2023,0,light_touch,8,,medium,0,soft_framework,OECD
PER,2024,0,light_touch,10,,medium,1,soft_framework,OECD
PER,2025,1,comprehensive,6,2023.0,medium,9,binding_regulation,IAPP
PHL,2025,0,strategy_led,2,,low,4,strategy_only,IAPP
POL,2013,0,light_touch,1,,none,0,soft_framework,OECD
POL,2014,0,light_touch,1,,none,0,soft_framework,OECD
POL,2015,0,light_touch,1,,none,0,soft_framework,OECD
POL,2016,0,light_touch,2,,none,2,soft_framework,OECD
POL,2017,0,light_touch,2,,none,2,soft_framework,OECD
POL,2018,0,light_touch,2,,none,2,soft_framework,OECD
POL,2019,0,light_touch,4,,none,10,soft_framework,OECD
POL,2020,0,light_touch,5,,none,12,soft_framework,OECD
POL,2021,0,light_touch,8,,none,17,soft_framework,OECD
POL,2022,0,light_touch,8,,none,17,soft_framework,OECD
POL,2023,0,light_touch,8,,none,19,soft_framework,OECD
POL,2024,0,light_touch,8,,none,19,soft_framework,OECD
POL,2025,1,comprehensive,10,2024.0,high,14,binding_regulation,IAPP
PRT,2013,0,none,0,,none,0,no_framework,OECD
PRT,2014,0,none,0,,none,0,no_framework,OECD
PRT,2015,0,none,0,,none,0,no_framework,OECD
PRT,2016,0,light_touch,1,,medium,0,soft_framework,OECD
PRT,2017,0,light_touch,3,,medium,1,soft_framework,OECD
PRT,2018,0,light_touch,4,,medium,2,soft_framework,OECD
PRT,2019,0,light_touch,5,,medium,5,soft_framework,OECD
PRT,2020,0,light_touch,7,,medium,8,soft_framework,OECD
PRT,2021,0,light_touch,9,,medium,9,soft_framework,OECD
PRT,2022,0,light_touch,11,2022.0,medium,10,soft_framework,OECD
PRT,2023,0,light_touch,13,2022.0,medium,11,soft_framework,OECD
PRT,2024,0,light_touch,13,2022.0,medium,13,soft_framework,OECD
PRT,2025,1,comprehensive,10,2024.0,high,14,binding_regulation,IAPP
ROU,2013,0,none,0,,none,0,no_framework,OECD
ROU,2014,0,none,0,,none,0,no_framework,OECD
ROU,2015,0,none,0,,none,0,no_framework,OECD
ROU,2016,0,none,0,,none,0,no_framework,OECD
ROU,2017,0,none,0,,none,0,no_framework,OECD
ROU,2018,0,none,0,,none,0,no_framework,OECD
ROU,2019,0,light_touch,1,,none,0,soft_framework,OECD
ROU,2020,0,light_touch,1,,none,0,soft_framework,OECD
ROU,2021,0,light_touch,4,,none,13,soft_framework,OECD
ROU,2022,0,light_touch,6,,none,14,soft_framework,OECD
ROU,2023,0,light_touch,8,,none,15,soft_framework,OECD
ROU,2024,0,light_touch,9,,none,15,soft_framework,OECD
ROU,2025,1,comprehensive,10,2024.0,high,14,binding_regulation,IAPP
RUS,2025,1,comprehensive,7,2020.0,high,8,binding_regulation,IAPP
SAU,2013,0,none,0,,none,0,no_framework,OECD
SAU,2014,0,none,0,,none,0,no_framework,OECD
SAU,2015,0,none,0,,none,0,no_framework,OECD
SAU,2016,0,none,0,,none,0,no_framework,OECD
SAU,2017,0,none,0,,none,0,no_framework,OECD
SAU,2018,0,none,0,,none,0,no_framework,OECD
SAU,2019,0,light_touch,2,,medium,14,soft_framework,OECD
SAU,2020,0,light_touch,4,,medium,15,soft_framework,OECD
SAU,2021,1,regulation_focused,9,2021.0,high,18,binding_regulation,OECD
SAU,2022,1,regulation_focused,11,2021.0,high,18,binding_regulation,OECD
SAU,2023,1,regulation_focused,21,2021.0,high,23,binding_regulation,OECD
SAU,2024,1,regulation_focused,27,2021.0,high,24,binding_regulation,OECD
SAU,2025,0,strategy_led,4,,medium,7,strategy_only,IAPP
SGP,2013,0,none,0,,none,0,no_framework,OECD
SGP,2014,0,none,0,,none,0,no_framework,OECD
SGP,2015,0,none,0,,none,0,no_framework,OECD
SGP,2016,0,none,0,,none,0,no_framework,OECD
SGP,2017,1,regulation_focused,6,2017.0,low,11,binding_regulation,OECD
SGP,2018,1,regulation_focused,12,2017.0,medium,15,binding_regulation,OECD
SGP,2019,1,comprehensive,15,2017.0,medium,17,binding_regulation,OECD
SGP,2020,1,comprehensive,20,2017.0,medium,20,binding_regulation,OECD
SGP,2021,1,comprehensive,23,2017.0,medium,21,binding_regulation,OECD
SGP,2022,1,comprehensive,23,2017.0,medium,20,binding_regulation,OECD
SGP,2023,1,comprehensive,29,2017.0,medium,20,binding_regulation,OECD
SGP,2024,1,regulation_focused,31,2017.0,medium,20,binding_regulation,OECD
SGP,2025,0,strategy_led,6,,medium,12,strategy_only,IAPP
SRB,2013,0,light_touch,1,,none,0,soft_framework,OECD
SRB,2014,0,light_touch,1,,none,0,soft_framework,OECD
SRB,2015,0,light_touch,1,,none,0,soft_framework,OECD
SRB,2016,0,light_touch,1,,none,0,soft_framework,OECD
SRB,2017,0,light_touch,3,,medium,1,soft_framework,OECD
SRB,2018,0,light_touch,4,,medium,1,soft_framework,OECD
SRB,2019,0,light_touch,6,,medium,2,soft_framework,OECD
SRB,2020,0,strategy_led,11,,medium,4,strategy_only,OECD
SRB,2021,0,strategy_led,13,,medium,4,strategy_only,OECD
SRB,2022,0,strategy_led,15,,medium,5,strategy_only,OECD
SRB,2023,0,strategy_led,15,,medium,4,strategy_only,OECD
SRB,2024,0,strategy_led,15,,medium,4,strategy_only,OECD
SRB,2025,0,strategy_led,2,,low,3,strategy_only,IAPP
SVK,2013,0,light_touch,1,2002.0,none,2,soft_framework,OECD
SVK,2014,0,light_touch,1,2002.0,none,2,soft_framework,OECD
SVK,2015,0,light_touch,1,2002.0,none,2,soft_framework,OECD
SVK,2016,0,light_touch,1,2002.0,none,2,soft_framework,OECD
SVK,2017,1,light_touch,3,2002.0,low,5,soft_framework,OECD
SVK,2018,1,light_touch,3,2002.0,low,5,soft_framework,OECD
SVK,2019,1,light_touch,4,2002.0,low,12,soft_framework,OECD
SVK,2020,1,light_touch,4,2002.0,low,12,soft_framework,OECD
SVK,2021,1,light_touch,5,2002.0,low,12,soft_framework,OECD
SVK,2022,1,light_touch,6,2002.0,low,12,soft_framework,OECD
SVK,2023,1,light_touch,6,2002.0,low,6,soft_framework,OECD
SVK,2024,1,light_touch,6,2002.0,low,6,soft_framework,OECD
SVK,2025,1,comprehensive,10,2024.0,high,14,binding_regulation,IAPP
SVN,2013,0,light_touch,1,,none,0,soft_framework,OECD
SVN,2014,0,light_touch,1,,none,0,soft_framework,OECD
SVN,2015,0,light_touch,1,,none,0,soft_framework,OECD
SVN,2016,0,light_touch,1,,none,0,soft_framework,OECD
SVN,2017,0,light_touch,1,,none,0,soft_framework,OECD
SVN,2018,0,light_touch,2,,none,3,soft_framework,OECD
SVN,2019,0,light_touch,3,,none,3,soft_framework,OECD
SVN,2020,0,light_touch,4,,medium,6,soft_framework,OECD
SVN,2021,0,strategy_led,7,,medium,9,strategy_only,OECD
SVN,2022,1,strategy_led,18,2022.0,medium,14,strategy_only,OECD
SVN,2023,1,strategy_led,19,2022.0,medium,13,strategy_only,OECD
SVN,2024,1,strategy_led,20,2022.0,medium,16,strategy_only,OECD
SVN,2025,1,comprehensive,10,2024.0,high,14,binding_regulation,IAPP
SWE,2013,0,none,0,,none,0,no_framework,OECD
SWE,2014,0,none,0,,none,0,no_framework,OECD
SWE,2015,0,light_touch,1,,none,3,soft_framework,OECD
SWE,2016,0,light_touch,1,,none,3,soft_framework,OECD
SWE,2017,0,light_touch,1,,none,3,soft_framework,OECD
SWE,2018,0,light_touch,4,,medium,7,soft_framework,OECD
SWE,2019,0,light_touch,7,,medium,13,soft_framework,OECD
SWE,2020,0,light_touch,7,,medium,13,soft_framework,OECD
SWE,2021,0,light_touch,6,,medium,12,soft_framework,OECD
SWE,2022,0,light_touch,5,,medium,11,soft_framework,OECD
SWE,2023,0,light_touch,7,,medium,13,soft_framework,OECD
SWE,2024,0,light_touch,9,2024.0,medium,21,soft_framework,OECD
SWE,2025,1,comprehensive,10,2024.0,high,14,binding_regulation,IAPP
SYC,2025,0,none,0,,none,0,no_framework,IAPP
THA,2013,0,none,0,,none,0,no_framework,OECD
THA,2014,0,none,0,,none,0,no_framework,OECD
THA,2015,0,none,0,,none,0,no_framework,OECD
THA,2016,0,none,0,,none,0,no_framework,OECD
THA,2017,0,light_touch,1,,none,4,soft_framework,OECD
THA,2018,0,light_touch,2,,medium,8,soft_framework,OECD
THA,2019,0,light_touch,4,,medium,12,soft_framework,OECD
THA,2020,0,light_touch,4,,medium,12,soft_framework,OECD
THA,2021,0,light_touch,4,,medium,16,soft_framework,OECD
THA,2022,0,strategy_led,6,,medium,22,strategy_only,OECD
THA,2023,0,strategy_led,6,,medium,22,strategy_only,OECD
THA,2024,0,strategy_led,7,,medium,22,strategy_only,OECD
THA,2025,0,strategy_led,3,,low,6,strategy_only,IAPP
TUN,2013,1,regulation_focused,2,2004.0,low,5,binding_regulation,OECD
TUN,2014,1,regulation_focused,2,2004.0,low,5,binding_regulation,OECD
TUN,2015,1,regulation_focused,2,2004.0,low,5,binding_regulation,OECD
TUN,2016,1,regulation_focused,2,2004.0,low,5,binding_regulation,OECD
TUN,2017,1,regulation_focused,2,2004.0,low,5,binding_regulation,OECD
TUN,2018,1,regulation_focused,3,2004.0,low,8,binding_regulation,OECD
TUN,2019,1,regulation_focused,5,2004.0,low,10,binding_regulation,OECD
TUN,2020,1,regulation_focused,5,2004.0,low,10,binding_regulation,OECD
TUN,2021,1,regulation_focused,7,2004.0,low,13,binding_regulation,OECD
TUN,2022,1,regulation_focused,7,2004.0,low,13,binding_regulation,OECD
TUN,2023,1,regulation_focused,7,2004.0,low,13,binding_regulation,OECD
TUN,2024,1,regulation_focused,7,2004.0,low,13,binding_regulation,OECD
TUN,2025,0,strategy_led,2,,low,3,strategy_only,IAPP
TUR,2013,0,light_touch,2,,none,10,soft_framework,OECD
TUR,2014,0,light_touch,2,,none,10,soft_framework,OECD
TUR,2015,0,light_touch,2,,none,10,soft_framework,OECD
TUR,2016,1,light_touch,4,2016.0,low,11,soft_framework,OECD
TUR,2017,1,light_touch,6,2016.0,low,11,soft_framework,OECD
TUR,2018,1,light_touch,7,2016.0,low,12,soft_framework,OECD
TUR,2019,1,light_touch,10,2016.0,low,16,soft_framework,OECD
TUR,2020,1,light_touch,15,2016.0,medium,19,soft_framework,OECD
TUR,2021,1,strategy_led,16,2016.0,medium,22,strategy_only,OECD
TUR,2022,1,strategy_led,18,2016.0,medium,22,strategy_only,OECD
TUR,2023,1,strategy_led,18,2016.0,medium,21,strategy_only,OECD
TUR,2024,1,strategy_led,19,2016.0,medium,21,strategy_only,OECD
TUR,2025,0,strategy_led,3,,low,5,strategy_only,IAPP
TWN,2025,0,strategy_led,5,,medium,9,strategy_only,IAPP
UGA,2013,0,none,0,,none,0,no_framework,OECD
UGA,2014,0,none,0,,none,0,no_framework,OECD
UGA,2015,0,light_touch,1,,none,0,soft_framework,OECD
UGA,2016,0,light_touch,1,,none,0,soft_framework,OECD
UGA,2017,0,light_touch,1,,none,0,soft_framework,OECD
UGA,2018,0,light_touch,1,,none,0,soft_framework,OECD
UGA,2019,0,light_touch,3,,medium,0,soft_framework,OECD
UGA,2020,0,light_touch,3,,medium,0,soft_framework,OECD
UGA,2021,0,light_touch,3,,medium,0,soft_framework,OECD
UGA,2022,0,light_touch,3,,medium,0,soft_framework,OECD
UGA,2023,0,light_touch,3,,medium,0,soft_framework,OECD
UGA,2024,0,light_touch,3,,medium,0,soft_framework,OECD
UGA,2025,0,light_touch,1,,none,1,soft_framework,IAPP
UKR,2013,0,none,0,,none,0,no_framework,OECD
UKR,2014,0,none,0,,none,0,no_framework,OECD
UKR,2015,0,none,0,,none,0,no_framework,OECD
UKR,2016,0,none,0,,none,0,no_framework,OECD
UKR,2017,0,none,0,,none,0,no_framework,OECD
UKR,2018,0,none,0,,none,0,no_framework,OECD
UKR,2019,0,none,0,,none,0,no_framework,OECD
UKR,2020,1,regulation_focused,2,2020.0,low,3,binding_regulation,OECD
UKR,2021,1,regulation_focused,2,2020.0,low,3,binding_regulation,OECD
UKR,2022,1,regulation_focused,2,2020.0,low,3,binding_regulation,OECD
UKR,2023,1,regulation_focused,2,2020.0,low,3,binding_regulation,OECD
UKR,2024,1,regulation_focused,3,2020.0,low,6,binding_regulation,OECD
UKR,2025,0,strategy_led,2,,low,3,strategy_only,IAPP
URY,2013,0,none,0,,none,0,no_framework,OECD
URY,2014,0,none,0,,none,0,no_framework,OECD
URY,2015,0,none,0,,none,0,no_framework,OECD
URY,2016,0,none,0,,none,0,no_framework,OECD
URY,2017,0,none,0,,none,0,no_framework,OECD
URY,2018,0,light_touch,2,,none,0,soft_framework,OECD
URY,2019,0,light_touch,3,,none,0,soft_framework,OECD
URY,2020,0,light_touch,3,,none,0,soft_framework,OECD
