iso3,variable,has_value,tier
CRI,fh_democracy_level,1,X2_confounder_fh
CRI,legal_origin,1,X2_legal_origin
CRI,is_common_law,1,X2_legal_origin
CRI,ai_patents_per100k,0,Y_robustness
CRI,ai_investment_usd_bn_2024,1,Y_robustness
CRI,ai_startups_2024,1,Y_robustness
CRI,government_effectiveness,1,X2_robustness
CRI,control_of_corruption,1,X2_robustness
CRI,ai_investment_vc_proxy,0,X2_robustness
CYP,ai_readiness_score,1,Y_principal
CYP,ai_adoption_rate,0,Y_principal
CYP,ai_investment_usd_bn_cumulative,1,Y_principal
CYP,ai_startups_cumulative,1,Y_principal
CYP,has_ai_law,1,X1_principal
CYP,regulatory_approach,1,X1_principal
CYP,regulatory_intensity,1,X1_principal
CYP,enforcement_level,1,X1_principal
CYP,thematic_coverage,1,X1_principal
CYP,gdp_per_capita_ppp,1,X2_core
CYP,internet_penetration,1,X2_core
CYP,gii_score,1,X2_core
CYP,oecd_member,1,X2_core
CYP,region,1,X2_core
CYP,rd_expenditure,1,X2_extended
CYP,tertiary_education,1,X2_extended
CYP,regulatory_quality,1,X2_confounder_gov
CYP,rule_of_law,1,X2_confounder_gov
CYP,has_gdpr_like_law,1,X2_confounder_gdpr
CYP,gdpr_similarity_level,1,X2_confounder_gdpr
CYP,ict_service_exports_pct,1,X2_digital_economy
CYP,high_tech_exports_pct,1,X2_digital_economy
CYP,fh_total_score,1,X2_confounder_fh
CYP,fh_democracy_level,1,X2_confounder_fh
CYP,legal_origin,1,X2_legal_origin
CYP,is_common_law,1,X2_legal_origin
CYP,ai_patents_per100k,0,Y_robustness
CYP,ai_investment_usd_bn_2024,1,Y_robustness
CYP,ai_startups_2024,1,Y_robustness
CYP,government_effectiveness,1,X2_robustness
CYP,control_of_corruption,1,X2_robustness
CYP,ai_investment_vc_proxy,0,X2_robustness
CZE,ai_readiness_score,1,Y_principal
CZE,ai_adoption_rate,1,Y_principal
CZE,ai_investment_usd_bn_cumulative,1,Y_principal
CZE,ai_startups_cumulative,1,Y_principal
CZE,has_ai_law,1,X1_principal
CZE,regulatory_approach,1,X1_principal
CZE,regulatory_intensity,1,X1_principal
CZE,enforcement_level,1,X1_principal
CZE,thematic_coverage,1,X1_principal
CZE,gdp_per_capita_ppp,1,X2_core
CZE,internet_penetration,1,X2_core
CZE,gii_score,1,X2_core
CZE,oecd_member,1,X2_core
CZE,region,1,X2_core
CZE,rd_expenditure,1,X2_extended
CZE,tertiary_education,1,X2_extended
CZE,regulatory_quality,1,X2_confounder_gov
CZE,rule_of_law,1,X2_confounder_gov
CZE,has_gdpr_like_law,1,X2_confounder_gdpr
CZE,gdpr_similarity_level,1,X2_confounder_gdpr
CZE,ict_service_exports_pct,1,X2_digital_economy
CZE,high_tech_exports_pct,1,X2_digital_economy
CZE,fh_total_score,1,X2_confounder_fh
CZE,fh_democracy_level,1,X2_confounder_fh
CZE,legal_origin,1,X2_legal_origin
CZE,is_common_law,1,X2_legal_origin
CZE,ai_patents_per100k,1,Y_robustness
CZE,ai_investment_usd_bn_2024,1,Y_robustness
CZE,ai_startups_2024,1,Y_robustness
CZE,government_effectiveness,1,X2_robustness
CZE,control_of_corruption,1,X2_robustness
CZE,ai_investment_vc_proxy,1,X2_robustness
DEU,ai_readiness_score,1,Y_principal
DEU,ai_adoption_rate,1,Y_principal
DEU,ai_investment_usd_bn_cumulative,1,Y_principal
DEU,ai_startups_cumulative,1,Y_principal
DEU,has_ai_law,1,X1_principal
DEU,regulatory_approach,1,X1_principal
DEU,regulatory_intensity,1,X1_principal
DEU,enforcement_level,1,X1_principal
DEU,thematic_coverage,1,X1_principal
DEU,gdp_per_capita_ppp,1,X2_core
DEU,internet_penetration,1,X2_core
DEU,gii_score,1,X2_core
DEU,oecd_member,1,X2_core
DEU,region,1,X2_core
DEU,rd_expenditure,1,X2_extended
DEU,tertiary_education,1,X2_extended
DEU,regulatory_quality,1,X2_confounder_gov
DEU,rule_of_law,1,X2_confounder_gov
DEU,has_gdpr_like_law,1,X2_confounder_gdpr
DEU,gdpr_similarity_level,1,X2_confounder_gdpr
DEU,ict_service_exports_pct,1,X2_digital_economy
DEU,high_tech_exports_pct,1,X2_digital_economy
DEU,fh_total_score,1,X2_confounder_fh
DEU,fh_democracy_level,1,X2_confounder_fh
DEU,legal_origin,1,X2_legal_origin
DEU,is_common_law,1,X2_legal_origin
DEU,ai_patents_per100k,1,Y_robustness
DEU,ai_investment_usd_bn_2024,1,Y_robustness
DEU,ai_startups_2024,1,Y_robustness
DEU,government_effectiveness,1,X2_robustness
DEU,control_of_corruption,1,X2_robustness
DEU,ai_investment_vc_proxy,1,X2_robustness
DNK,ai_readiness_score,1,Y_principal
DNK,ai_adoption_rate,1,Y_principal
DNK,ai_investment_usd_bn_cumulative,1,Y_principal
DNK,ai_startups_cumulative,1,Y_principal
DNK,has_ai_law,1,X1_principal
DNK,regulatory_approach,1,X1_principal
DNK,regulatory_intensity,1,X1_principal
DNK,enforcement_level,1,X1_principal
DNK,thematic_coverage,1,X1_principal
DNK,gdp_per_capita_ppp,1,X2_core
DNK,internet_penetration,1,X2_core
DNK,gii_score,1,X2_core
DNK,oecd_member,1,X2_core
DNK,region,1,X2_core
DNK,rd_expenditure,1,X2_extended
DNK,tertiary_education,1,X2_extended
DNK,regulatory_quality,1,X2_confounder_gov
DNK,rule_of_law,1,X2_confounder_gov
DNK,has_gdpr_like_law,1,X2_confounder_gdpr
DNK,gdpr_similarity_level,1,X2_confounder_gdpr
DNK,ict_service_exports_pct,1,X2_digital_economy
DNK,high_tech_exports_pct,1,X2_digital_economy
DNK,fh_total_score,1,X2_confounder_fh
DNK,fh_democracy_level,1,X2_confounder_fh
DNK,legal_origin,1,X2_legal_origin
DNK,is_common_law,1,X2_legal_origin
DNK,ai_patents_per100k,1,Y_robustness
DNK,ai_investment_usd_bn_2024,1,Y_robustness
DNK,ai_startups_2024,1,Y_robustness
DNK,government_effectiveness,1,X2_robustness
DNK,control_of_corruption,1,X2_robustness
DNK,ai_investment_vc_proxy,1,X2_robustness
ECU,ai_readiness_score,1,Y_principal
ECU,ai_adoption_rate,1,Y_principal
ECU,ai_investment_usd_bn_cumulative,1,Y_principal
ECU,ai_startups_cumulative,1,Y_principal
ECU,has_ai_law,1,X1_principal
ECU,regulatory_approach,1,X1_principal
ECU,regulatory_intensity,1,X1_principal
ECU,enforcement_level,1,X1_principal
ECU,thematic_coverage,1,X1_principal
ECU,gdp_per_capita_ppp,1,X2_core
ECU,internet_penetration,1,X2_core
ECU,gii_score,1,X2_core
ECU,oecd_member,1,X2_core
ECU,region,1,X2_core
ECU,rd_expenditure,0,X2_extended
ECU,tertiary_education,1,X2_extended
ECU,regulatory_quality,1,X2_confounder_gov
ECU,rule_of_law,1,X2_confounder_gov
ECU,has_gdpr_like_law,1,X2_confounder_gdpr
ECU,gdpr_similarity_level,1,X2_confounder_gdpr
ECU,ict_service_exports_pct,1,X2_digital_economy
ECU,high_tech_exports_pct,1,X2_digital_economy
ECU,fh_total_score,1,X2_confounder_fh
ECU,fh_democracy_level,1,X2_confounder_fh
ECU,legal_origin,1,X2_legal_origin
ECU,is_common_law,1,X2_legal_origin
ECU,ai_patents_per100k,0,Y_robustness
ECU,ai_investment_usd_bn_2024,0,Y_robustness
ECU,ai_startups_2024,0,Y_robustness
ECU,government_effectiveness,1,X2_robustness
ECU,control_of_corruption,1,X2_robustness
ECU,ai_investment_vc_proxy,0,X2_robustness
EGY,ai_readiness_score,1,Y_principal
EGY,ai_adoption_rate,1,Y_principal
EGY,ai_investment_usd_bn_cumulative,1,Y_principal
EGY,ai_startups_cumulative,1,Y_principal
EGY,has_ai_law,1,X1_principal
EGY,regulatory_approach,1,X1_principal
EGY,regulatory_intensity,1,X1_principal
EGY,enforcement_level,1,X1_principal
EGY,thematic_coverage,1,X1_principal
EGY,gdp_per_capita_ppp,1,X2_core
EGY,internet_penetration,1,X2_core
EGY,gii_score,1,X2_core
EGY,oecd_member,1,X2_core
EGY,region,1,X2_core
EGY,rd_expenditure,1,X2_extended
EGY,tertiary_education,1,X2_extended
EGY,regulatory_quality,1,X2_confounder_gov
EGY,rule_of_law,1,X2_confounder_gov
EGY,has_gdpr_like_law,1,X2_confounder_gdpr
EGY,gdpr_similarity_level,1,X2_confounder_gdpr
EGY,ict_service_exports_pct,1,X2_digital_economy
EGY,high_tech_exports_pct,1,X2_digital_economy
EGY,fh_total_score,1,X2_confounder_fh
EGY,fh_democracy_level,1,X2_confounder_fh
EGY,legal_origin,1,X2_legal_origin
EGY,is_common_law,1,X2_legal_origin
EGY,ai_patents_per100k,0,Y_robustness
EGY,ai_investment_usd_bn_2024,1,Y_robustness
EGY,ai_startups_2024,1,Y_robustness
EGY,government_effectiveness,1,X2_robustness
EGY,control_of_corruption,1,X2_robustness
EGY,ai_investment_vc_proxy,0,X2_robustness
ESP,ai_readiness_score,1,Y_principal
ESP,ai_adoption_rate,1,Y_principal
ESP,ai_investment_usd_bn_cumulative,1,Y_principal
ESP,ai_startups_cumulative,1,Y_principal
ESP,has_ai_law,1,X1_principal
ESP,regulatory_approach,1,X1_principal
ESP,regulatory_intensity,1,X1_principal
ESP,enforcement_level,1,X1_principal
ESP,thematic_coverage,1,X1_principal
ESP,gdp_per_capita_ppp,1,X2_core
ESP,internet_penetration,1,X2_core
ESP,gii_score,1,X2_core
ESP,oecd_member,1,X2_core
ESP,region,1,X2_core
ESP,rd_expenditure,1,X2_extended
ESP,tertiary_education,1,X2_extended
ESP,regulatory_quality,1,X2_confounder_gov
ESP,rule_of_law,1,X2_confounder_gov
ESP,has_gdpr_like_law,1,X2_confounder_gdpr
ESP,gdpr_similarity_level,1,X2_confounder_gdpr
ESP,ict_service_exports_pct,1,X2_digital_economy
ESP,high_tech_exports_pct,1,X2_digital_economy
ESP,fh_total_score,1,X2_confounder_fh
ESP,fh_democracy_level,1,X2_confounder_fh
ESP,legal_origin,1,X2_legal_origin
ESP,is_common_law,1,X2_legal_origin
ESP,ai_patents_per100k,1,Y_robustness
ESP,ai_investment_usd_bn_2024,1,Y_robustness
ESP,ai_startups_2024,1,Y_robustness
ESP,government_effectiveness,1,X2_robustness
ESP,control_of_corruption,1,X2_robustness
ESP,ai_investment_vc_proxy,1,X2_robustness
EST,ai_readiness_score,1,Y_principal
EST,ai_adoption_rate,0,Y_principal
EST,ai_investment_usd_bn_cumulative,1,Y_principal
EST,ai_startups_cumulative,1,Y_principal
EST,has_ai_law,1,X1_principal
EST,regulatory_approach,1,X1_principal
EST,regulatory_intensity,1,X1_principal
EST,enforcement_level,1,X1_principal
EST,thematic_coverage,1,X1_principal
EST,gdp_per_capita_ppp,1,X2_core
EST,internet_penetration,1,X2_core
EST,gii_score,1,X2_core
EST,oecd_member,1,X2_core
EST,region,1,X2_core
EST,rd_expenditure,1,X2_extended
EST,tertiary_education,1,X2_extended
EST,regulatory_quality,1,X2_confounder_gov
EST,rule_of_law,1,X2_confounder_gov
EST,has_gdpr_like_law,1,X2_confounder_gdpr
EST,gdpr_similarity_level,1,X2_confounder_gdpr
EST,ict_service_exports_pct,1,X2_digital_economy
EST,high_tech_exports_pct,1,X2_digital_economy
EST,fh_total_score,1,X2_confounder_fh
EST,fh_democracy_level,1,X2_confounder_fh
EST,legal_origin,1,X2_legal_origin
EST,is_common_law,1,X2_legal_origin
EST,ai_patents_per100k,1,Y_robustness
EST,ai_investment_usd_bn_2024,1,Y_robustness
EST,ai_startups_2024,1,Y_robustness
EST,government_effectiveness,1,X2_robustness
EST,control_of_corruption,1,X2_robustness
EST,ai_investment_vc_proxy,1,X2_robustness
FIN,ai_readiness_score,1,Y_principal
FIN,ai_adoption_rate,1,Y_principal
FIN,ai_investment_usd_bn_cumulative,1,Y_principal
FIN,ai_startups_cumulative,1,Y_principal
FIN,has_ai_law,1,X1_principal
FIN,regulatory_approach,1,X1_principal
FIN,regulatory_intensity,1,X1_principal
FIN,enforcement_level,1,X1_principal
FIN,thematic_coverage,1,X1_principal
FIN,gdp_per_capita_ppp,1,X2_core
FIN,internet_penetration,1,X2_core
FIN,gii_score,1,X2_core
FIN,oecd_member,1,X2_core
FIN,region,1,X2_core
FIN,rd_expenditure,1,X2_extended
FIN,tertiary_education,1,X2_extended
FIN,regulatory_quality,1,X2_confounder_gov
FIN,rule_of_law,1,X2_confounder_gov
FIN,has_gdpr_like_law,1,X2_confounder_gdpr
FIN,gdpr_similarity_level,1,X2_confounder_gdpr
FIN,ict_service_exports_pct,1,X2_digital_economy
FIN,high_tech_exports_pct,1,X2_digital_economy
FIN,fh_total_score,1,X2_confounder_fh
FIN,fh_democracy_level,1,X2_confounder_fh
FIN,legal_origin,1,X2_legal_origin
FIN,is_common_law,1,X2_legal_origin
FIN,ai_patents_per100k,1,Y_robustness
FIN,ai_investment_usd_bn_2024,1,Y_robustness
FIN,ai_startups_2024,1,Y_robustness
FIN,government_effectiveness,1,X2_robustness
FIN,control_of_corruption,1,X2_robustness
FIN,ai_investment_vc_proxy,1,X2_robustness
FRA,ai_readiness_score,1,Y_principal
FRA,ai_adoption_rate,1,Y_principal
FRA,ai_investment_usd_bn_cumulative,1,Y_principal
FRA,ai_startups_cumulative,1,Y_principal
FRA,has_ai_law,1,X1_principal
FRA,regulatory_approach,1,X1_principal
FRA,regulatory_intensity,1,X1_principal
FRA,enforcement_level,1,X1_principal
FRA,thematic_coverage,1,X1_principal
FRA,gdp_per_capita_ppp,1,X2_core
FRA,internet_penetration,1,X2_core
FRA,gii_score,1,X2_core
FRA,oecd_member,1,X2_core
FRA,region,1,X2_core
FRA,rd_expenditure,1,X2_extended
FRA,tertiary_education,1,X2_extended
FRA,regulatory_quality,1,X2_confounder_gov
FRA,rule_of_law,1,X2_confounder_gov
FRA,has_gdpr_like_law,1,X2_confounder_gdpr
FRA,gdpr_similarity_level,1,X2_confounder_gdpr
FRA,ict_service_exports_pct,1,X2_digital_economy
FRA,high_tech_exports_pct,1,X2_digital_economy
FRA,fh_total_score,1,X2_confounder_fh
FRA,fh_democracy_level,1,X2_confounder_fh
FRA,legal_origin,1,X2_legal_origin
FRA,is_common_law,1,X2_legal_origin
FRA,ai_patents_per100k,1,Y_robustness
FRA,ai_investment_usd_bn_2024,1,Y_robustness
FRA,ai_startups_2024,1,Y_robustness
FRA,government_effectiveness,1,X2_robustness
FRA,control_of_corruption,1,X2_robustness
FRA,ai_investment_vc_proxy,1,X2_robustness
GBR,ai_readiness_score,1,Y_principal
GBR,ai_adoption_rate,1,Y_principal
GBR,ai_investment_usd_bn_cumulative,1,Y_principal
GBR,ai_startups_cumulative,1,Y_principal
GBR,has_ai_law,1,X1_principal
GBR,regulatory_approach,1,X1_principal
GBR,regulatory_intensity,1,X1_principal
GBR,enforcement_level,1,X1_principal
GBR,thematic_coverage,1,X1_principal
GBR,gdp_per_capita_ppp,1,X2_core
GBR,internet_penetration,1,X2_core
GBR,gii_score,1,X2_core
GBR,oecd_member,1,X2_core
GBR,region,1,X2_core
GBR,rd_expenditure,1,X2_extended
GBR,tertiary_education,1,X2_extended
GBR,regulatory_quality,1,X2_confounder_gov
GBR,rule_of_law,1,X2_confounder_gov
GBR,has_gdpr_like_law,1,X2_confounder_gdpr
GBR,gdpr_similarity_level,1,X2_confounder_gdpr
GBR,ict_service_exports_pct,1,X2_digital_economy
GBR,high_tech_exports_pct,1,X2_digital_economy
GBR,fh_total_score,1,X2_confounder_fh
GBR,fh_democracy_level,1,X2_confounder_fh
GBR,legal_origin,1,X2_legal_origin
GBR,is_common_law,1,X2_legal_origin
GBR,ai_patents_per100k,1,Y_robustness
GBR,ai_investment_usd_bn_2024,1,Y_robustness
GBR,ai_startups_2024,1,Y_robustness
GBR,government_effectiveness,1,X2_robustness
GBR,control_of_corruption,1,X2_robustness
GBR,ai_investment_vc_proxy,1,X2_robustness
GHA,ai_readiness_score,1,Y_principal
GHA,ai_adoption_rate,1,Y_principal
GHA,ai_investment_usd_bn_cumulative,1,Y_principal
GHA,ai_startups_cumulative,1,Y_principal
GHA,has_ai_law,1,X1_principal
GHA,regulatory_approach,1,X1_principal
GHA,regulatory_intensity,1,X1_principal
GHA,enforcement_level,1,X1_principal
GHA,thematic_coverage,1,X1_principal
GHA,gdp_per_capita_ppp,1,X2_core
GHA,internet_penetration,1,X2_core
GHA,gii_score,1,X2_core
GHA,oecd_member,1,X2_core
GHA,region,1,X2_core
GHA,rd_expenditure,0,X2_extended
GHA,tertiary_education,1,X2_extended
GHA,regulatory_quality,1,X2_confounder_gov
GHA,rule_of_law,1,X2_confounder_gov
GHA,has_gdpr_like_law,1,X2_confounder_gdpr
GHA,gdpr_similarity_level,1,X2_confounder_gdpr
GHA,ict_service_exports_pct,1,X2_digital_economy
GHA,high_tech_exports_pct,1,X2_digital_economy
GHA,fh_total_score,1,X2_confounder_fh
GHA,fh_democracy_level,1,X2_confounder_fh
GHA,legal_origin,1,X2_legal_origin
GHA,is_common_law,1,X2_legal_origin
GHA,ai_patents_per100k,0,Y_robustness
GHA,ai_investment_usd_bn_2024,1,Y_robustness
GHA,ai_startups_2024,0,Y_robustness
GHA,government_effectiveness,1,X2_robustness
GHA,control_of_corruption,1,X2_robustness
GHA,ai_investment_vc_proxy,0,X2_robustness
GRC,ai_readiness_score,1,Y_principal
GRC,ai_adoption_rate,1,Y_principal
GRC,ai_investment_usd_bn_cumulative,1,Y_principal
GRC,ai_startups_cumulative,1,Y_principal
GRC,has_ai_law,1,X1_principal
GRC,regulatory_approach,1,X1_principal
GRC,regulatory_intensity,1,X1_principal
GRC,enforcement_level,1,X1_principal
GRC,thematic_coverage,1,X1_principal
GRC,gdp_per_capita_ppp,1,X2_core
GRC,internet_penetration,1,X2_core
GRC,gii_score,1,X2_core
GRC,oecd_member,1,X2_core
GRC,region,1,X2_core
GRC,rd_expenditure,1,X2_extended
GRC,tertiary_education,1,X2_extended
GRC,regulatory_quality,1,X2_confounder_gov
GRC,rule_of_law,1,X2_confounder_gov
GRC,has_gdpr_like_law,1,X2_confounder_gdpr
GRC,gdpr_similarity_level,1,X2_confounder_gdpr
GRC,ict_service_exports_pct,1,X2_digital_economy
GRC,high_tech_exports_pct,1,X2_digital_economy
GRC,fh_total_score,1,X2_confounder_fh
GRC,fh_democracy_level,1,X2_confounder_fh
GRC,legal_origin,1,X2_legal_origin
GRC,is_common_law,1,X2_legal_origin
GRC,ai_patents_per100k,1,Y_robustness
GRC,ai_investment_usd_bn_2024,1,Y_robustness
GRC,ai_startups_2024,0,Y_robustness
GRC,government_effectiveness,1,X2_robustness
GRC,control_of_corruption,1,X2_robustness
GRC,ai_investment_vc_proxy,1,X2_robustness
HRV,ai_readiness_score,1,Y_principal
HRV,ai_adoption_rate,1,Y_principal
HRV,ai_investment_usd_bn_cumulative,1,Y_principal
HRV,ai_startups_cumulative,1,Y_principal
HRV,has_ai_law,1,X1_principal
HRV,regulatory_approach,1,X1_principal
HRV,regulatory_intensity,1,X1_principal
HRV,enforcement_level,1,X1_principal
HRV,thematic_coverage,1,X1_principal
HRV,gdp_per_capita_ppp,1,X2_core
HRV,internet_penetration,1,X2_core
HRV,gii_score,1,X2_core
HRV,oecd_member,1,X2_core
HRV,region,1,X2_core
HRV,rd_expenditure,1,X2_extended
HRV,tertiary_education,1,X2_extended
HRV,regulatory_quality,1,X2_confounder_gov
HRV,rule_of_law,1,X2_confounder_gov
HRV,has_gdpr_like_law,1,X2_confounder_gdpr
HRV,gdpr_similarity_level,1,X2_confounder_gdpr
HRV,ict_service_exports_pct,1,X2_digital_economy
HRV,high_tech_exports_pct,1,X2_digital_economy
HRV,fh_total_score,1,X2_confounder_fh
HRV,fh_democracy_level,1,X2_confounder_fh
HRV,legal_origin,1,X2_legal_origin
HRV,is_common_law,1,X2_legal_origin
HRV,ai_patents_per100k,0,Y_robustness
HRV,ai_investment_usd_bn_2024,1,Y_robustness
HRV,ai_startups_2024,1,Y_robustness
HRV,government_effectiveness,1,X2_robustness
HRV,control_of_corruption,1,X2_robustness
HRV,ai_investment_vc_proxy,1,X2_robustness
HUN,ai_readiness_score,1,Y_principal
HUN,ai_adoption_rate,1,Y_principal
HUN,ai_investment_usd_bn_cumulative,1,Y_principal
HUN,ai_startups_cumulative,1,Y_principal
HUN,has_ai_law,1,X1_principal
HUN,regulatory_approach,1,X1_principal
HUN,regulatory_intensity,1,X1_principal
HUN,enforcement_level,1,X1_principal
HUN,thematic_coverage,1,X1_principal
HUN,gdp_per_capita_ppp,1,X2_core
HUN,internet_penetration,1,X2_core
HUN,gii_score,1,X2_core
HUN,oecd_member,1,X2_core
HUN,region,1,X2_core
HUN,rd_expenditure,1,X2_extended
HUN,tertiary_education,1,X2_extended
HUN,regulatory_quality,1,X2_confounder_gov
HUN,rule_of_law,1,X2_confounder_gov
HUN,has_gdpr_like_law,1,X2_confounder_gdpr
HUN,gdpr_similarity_level,1,X2_confounder_gdpr
HUN,ict_service_exports_pct,1,X2_digital_economy
HUN,high_tech_exports_pct,1,X2_digital_economy
HUN,fh_total_score,1,X2_confounder_fh
HUN,fh_democracy_level,1,X2_confounder_fh
HUN,legal_origin,1,X2_legal_origin
HUN,is_common_law,1,X2_legal_origin
HUN,ai_patents_per100k,1,Y_robustness
HUN,ai_investment_usd_bn_2024,1,Y_robustness
HUN,ai_startups_2024,1,Y_robustness
HUN,government_effectiveness,1,X2_robustness
HUN,control_of_corruption,1,X2_robustness
HUN,ai_investment_vc_proxy,1,X2_robustness
IDN,ai_readiness_score,1,Y_principal
IDN,ai_adoption_rate,1,Y_principal
IDN,ai_investment_usd_bn_cumulative,1,Y_principal
IDN,ai_startups_cumulative,1,Y_principal
IDN,has_ai_law,1,X1_principal
IDN,regulatory_approach,1,X1_principal
IDN,regulatory_intensity,1,X1_principal
IDN,enforcement_level,1,X1_principal
IDN,thematic_coverage,1,X1_principal
IDN,gdp_per_capita_ppp,1,X2_core
IDN,internet_penetration,1,X2_core
IDN,gii_score,1,X2_core
IDN,oecd_member,1,X2_core
IDN,region,1,X2_core
IDN,rd_expenditure,1,X2_extended
IDN,tertiary_education,1,X2_extended
IDN,regulatory_quality,1,X2_confounder_gov
IDN,rule_of_law,1,X2_confounder_gov
IDN,has_gdpr_like_law,1,X2_confounder_gdpr
IDN,gdpr_similarity_level,1,X2_confounder_gdpr
IDN,ict_service_exports_pct,1,X2_digital_economy
IDN,high_tech_exports_pct,1,X2_digital_economy
IDN,fh_total_score,1,X2_confounder_fh
IDN,fh_democracy_level,1,X2_confounder_fh
IDN,legal_origin,1,X2_legal_origin
IDN,is_common_law,1,X2_legal_origin
IDN,ai_patents_per100k,1,Y_robustness
IDN,ai_investment_usd_bn_2024,1,Y_robustness
IDN,ai_startups_2024,1,Y_robustness
IDN,government_effectiveness,1,X2_robustness
IDN,control_of_corruption,1,X2_robustness
IDN,ai_investment_vc_proxy,0,X2_robustness
IND,ai_readiness_score,1,Y_principal
IND,ai_adoption_rate,1,Y_principal
IND,ai_investment_usd_bn_cumulative,1,Y_principal
IND,ai_startups_cumulative,1,Y_principal
IND,has_ai_law,1,X1_principal
IND,regulatory_approach,1,X1_principal
IND,regulatory_intensity,1,X1_principal
IND,enforcement_level,1,X1_principal
IND,thematic_coverage,1,X1_principal
IND,gdp_per_capita_ppp,1,X2_core
IND,internet_penetration,1,X2_core
IND,gii_score,1,X2_core
IND,oecd_member,1,X2_core
IND,region,1,X2_core
IND,rd_expenditure,1,X2_extended
IND,tertiary_education,1,X2_extended
IND,regulatory_quality,1,X2_confounder_gov
IND,rule_of_law,1,X2_confounder_gov
IND,has_gdpr_like_law,1,X2_confounder_gdpr
IND,gdpr_similarity_level,1,X2_confounder_gdpr
IND,ict_service_exports_pct,1,X2_digital_economy
IND,high_tech_exports_pct,1,X2_digital_economy
IND,fh_total_score,1,X2_confounder_fh
IND,fh_democracy_level,1,X2_confounder_fh
IND,legal_origin,1,X2_legal_origin
IND,is_common_law,1,X2_legal_origin
IND,ai_patents_per100k,1,Y_robustness
IND,ai_investment_usd_bn_2024,1,Y_robustness
IND,ai_startups_2024,1,Y_robustness
IND,government_effectiveness,1,X2_robustness
IND,control_of_corruption,1,X2_robustness
IND,ai_investment_vc_proxy,0,X2_robustness
IRL,ai_readiness_score,1,Y_principal
IRL,ai_adoption_rate,1,Y_principal
IRL,ai_investment_usd_bn_cumulative,1,Y_principal
IRL,ai_startups_cumulative,1,Y_principal
IRL,has_ai_law,1,X1_principal
IRL,regulatory_approach,1,X1_principal
IRL,regulatory_intensity,1,X1_principal
IRL,enforcement_level,1,X1_principal
IRL,thematic_coverage,1,X1_principal
IRL,gdp_per_capita_ppp,1,X2_core
IRL,internet_penetration,1,X2_core
IRL,gii_score,1,X2_core
IRL,oecd_member,1,X2_core
IRL,region,1,X2_core
IRL,rd_expenditure,1,X2_extended
IRL,tertiary_education,1,X2_extended
IRL,regulatory_quality,1,X2_confounder_gov
IRL,rule_of_law,1,X2_confounder_gov
IRL,has_gdpr_like_law,1,X2_confounder_gdpr
IRL,gdpr_similarity_level,1,X2_confounder_gdpr
IRL,ict_service_exports_pct,1,X2_digital_economy
IRL,high_tech_exports_pct,1,X2_digital_economy
IRL,fh_total_score,1,X2_confounder_fh
IRL,fh_democracy_level,1,X2_confounder_fh
IRL,legal_origin,1,X2_legal_origin
IRL,is_common_law,1,X2_legal_origin
IRL,ai_patents_per100k,1,Y_robustness
IRL,ai_investment_usd_bn_2024,1,Y_robustness
IRL,ai_startups_2024,1,Y_robustness
IRL,government_effectiveness,1,X2_robustness
IRL,control_of_corruption,1,X2_robustness
IRL,ai_investment_vc_proxy,1,X2_robustness
ISL,ai_readiness_score,1,Y_principal
ISL,ai_adoption_rate,0,Y_principal
ISL,ai_investment_usd_bn_cumulative,1,Y_principal
ISL,ai_startups_cumulative,1,Y_principal
ISL,has_ai_law,1,X1_principal
ISL,regulatory_approach,1,X1_principal
ISL,regulatory_intensity,1,X1_principal
ISL,enforcement_level,1,X1_principal
ISL,thematic_coverage,1,X1_principal
ISL,gdp_per_capita_ppp,1,X2_core
ISL,internet_penetration,1,X2_core
ISL,gii_score,1,X2_core
ISL,oecd_member,1,X2_core
ISL,region,1,X2_core
ISL,rd_expenditure,1,X2_extended
ISL,tertiary_education,1,X2_extended
ISL,regulatory_quality,1,X2_confounder_gov
ISL,rule_of_law,1,X2_confounder_gov
ISL,has_gdpr_like_law,1,X2_confounder_gdpr
ISL,gdpr_similarity_level,1,X2_confounder_gdpr
ISL,ict_service_exports_pct,1,X2_digital_economy
ISL,high_tech_exports_pct,1,X2_digital_economy
ISL,fh_total_score,1,X2_confounder_fh
ISL,fh_democracy_level,1,X2_confounder_fh
ISL,legal_origin,1,X2_legal_origin
ISL,is_common_law,1,X2_legal_origin
ISL,ai_patents_per100k,0,Y_robustness
ISL,ai_investment_usd_bn_2024,1,Y_robustness
ISL,ai_startups_2024,1,Y_robustness
ISL,government_effectiveness,1,X2_robustness
ISL,control_of_corruption,1,X2_robustness
ISL,ai_investment_vc_proxy,0,X2_robustness
ISR,ai_readiness_score,1,Y_principal
ISR,ai_adoption_rate,1,Y_principal
ISR,ai_investment_usd_bn_cumulative,1,Y_principal
ISR,ai_startups_cumulative,1,Y_principal
ISR,has_ai_law,1,X1_principal
ISR,regulatory_approach,1,X1_principal
ISR,regulatory_intensity,1,X1_principal
ISR,enforcement_level,1,X1_principal
ISR,thematic_coverage,1,X1_principal
ISR,gdp_per_capita_ppp,1,X2_core
ISR,internet_penetration,1,X2_core
ISR,gii_score,1,X2_core
ISR,oecd_member,1,X2_core
ISR,region,1,X2_core
ISR,rd_expenditure,1,X2_extended
ISR,tertiary_education,1,X2_extended
ISR,regulatory_quality,1,X2_confounder_gov
ISR,rule_of_law,1,X2_confounder_gov
