iso3,country_name,region,income_group,question_id,question_label,dimension_type,outcome,observed_value,score_value,score_source,rank_global,percentile_global,rank_desc,n_comparable_countries,missing_observed_value,missing_score_value,interpretation_label,strength_weakness_label,score_scope,independent_prediction,causal_claim,notes
GBR,United Kingdom,Europe & Central Asia,High income,Q2,Adopción,question_outcome,oecd_5_ict_business_oecd_biz_ai_pct,4.1104,4.1104,observed_or_phase6_score,29.0,0.0967741935483871,29.0,31,False,False,bottom_laggard,weakness,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",High income,Q2,Adopción,question_outcome,oecd_5_ict_business_oecd_biz_ai_pct,,,observed_or_phase6_score,,,,31,True,True,not_ranked_missing,missing,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
AUS,Australia,East Asia & Pacific,High income,Q2,Adopción,question_outcome,oecd_5_ict_business_oecd_biz_ai_pct,3.39,3.39,observed_or_phase6_score,31.0,0.03225806451612903,31.0,31,False,False,bottom_laggard,weakness,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",High income,Q2,Adopción,question_outcome,oecd_5_ict_business_oecd_biz_ai_pct,3.694724719,3.694724719,observed_or_phase6_score,30.0,0.06451612903225806,30.0,31,False,False,bottom_laggard,weakness,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
BEL,Belgium,Europe & Central Asia,High income,Q2,Adopción,question_outcome,oecd_5_ict_business_oecd_biz_ai_pct,34.5428,34.5428,observed_or_phase6_score,4.0,0.9032258064516129,4.0,31,False,False,top_pioneer,strength,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
CAN,Canada,North America,High income,Q2,Adopción,question_outcome,oecd_5_ict_business_oecd_biz_ai_pct,8.3,8.3,observed_or_phase6_score,25.0,0.22580645161290322,25.0,31,False,False,low_performer,weakness,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
CHE,Switzerland,Europe & Central Asia,High income,Q2,Adopción,question_outcome,oecd_5_ict_business_oecd_biz_ai_pct,9.94986452932108,9.94986452932108,observed_or_phase6_score,19.0,0.41935483870967744,19.0,31,False,False,middle_performer,neutral,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
SWE,Sweden,Europe & Central Asia,High income,Q2,Adopción,question_outcome,oecd_5_ict_business_oecd_biz_ai_pct,35.0402,35.0402,observed_or_phase6_score,3.0,0.9354838709677419,3.0,31,False,False,top_pioneer,strength,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
AUT,Austria,Europe & Central Asia,High income,Q2,Adopción,question_outcome,oecd_5_ict_business_oecd_biz_ai_pct,29.9459,29.9459,observed_or_phase6_score,7.0,0.8064516129032258,7.0,31,False,False,high_performer,strength,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
KOR,South Korea,East Asia & Pacific,High income,Q2,Adopción,question_outcome,oecd_5_ict_business_oecd_biz_ai_pct,30.28,30.28,observed_or_phase6_score,6.0,0.8387096774193549,6.0,31,False,False,high_performer,strength,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
HUN,Hungary,Europe & Central Asia,High income,Q2,Adopción,question_outcome,oecd_5_ict_business_oecd_biz_ai_pct,10.3731,10.3731,observed_or_phase6_score,18.0,0.45161290322580644,18.0,31,False,False,middle_performer,neutral,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
DNK,Denmark,Europe & Central Asia,High income,Q2,Adopción,question_outcome,oecd_5_ict_business_oecd_biz_ai_pct,42.0324,42.0324,observed_or_phase6_score,1.0,1.0,1.0,31,False,False,top_pioneer,strength,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
DEU,Germany,Europe & Central Asia,High income,Q2,Adopción,question_outcome,oecd_5_ict_business_oecd_biz_ai_pct,25.9684,25.9684,observed_or_phase6_score,9.0,0.7419354838709677,9.0,31,False,False,middle_performer,neutral,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
POL,Poland,Europe & Central Asia,High income,Q2,Adopción,question_outcome,oecd_5_ict_business_oecd_biz_ai_pct,8.362400000000001,8.362400000000001,observed_or_phase6_score,24.0,0.25806451612903225,24.0,31,False,False,low_performer,neutral,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
TWN,Taiwan,,,Q2,Adopción,question_outcome,oecd_5_ict_business_oecd_biz_ai_pct,,,observed_or_phase6_score,,,,31,True,True,not_ranked_missing,missing,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
CZE,Czech Republic,Europe & Central Asia,High income,Q2,Adopción,question_outcome,oecd_5_ict_business_oecd_biz_ai_pct,17.6049,17.6049,observed_or_phase6_score,14.0,0.5806451612903226,14.0,31,False,False,middle_performer,neutral,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
ITA,Italy,Europe & Central Asia,High income,Q2,Adopción,question_outcome,oecd_5_ict_business_oecd_biz_ai_pct,16.4032,16.4032,observed_or_phase6_score,15.0,0.5483870967741935,15.0,31,False,False,middle_performer,neutral,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
BGR,Bulgaria,Europe & Central Asia,High income,Q2,Adopción,question_outcome,oecd_5_ict_business_oecd_biz_ai_pct,8.5463,8.5463,observed_or_phase6_score,23.0,0.2903225806451613,23.0,31,False,False,low_performer,neutral,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
FIN,Finland,Europe & Central Asia,High income,Q2,Adopción,question_outcome,oecd_5_ict_business_oecd_biz_ai_pct,37.8204,37.8204,observed_or_phase6_score,2.0,0.967741935483871,2.0,31,False,False,top_pioneer,strength,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
CRI,Costa Rica,Latin America & Caribbean ,High income,Q2,Adopción,question_outcome,oecd_5_ict_business_oecd_biz_ai_pct,,,observed_or_phase6_score,,,,31,True,True,not_ranked_missing,missing,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
CHL,Chile,Latin America & Caribbean ,High income,Q2,Adopción,question_outcome,oecd_5_ict_business_oecd_biz_ai_pct,,,observed_or_phase6_score,,,,31,True,True,not_ranked_missing,missing,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
USA,United States,North America,High income,Q2,Adopción,question_outcome,oecd_5_ict_business_oecd_biz_ai_pct,5.651547688,5.651547688,observed_or_phase6_score,27.0,0.16129032258064516,27.0,31,False,False,bottom_laggard,weakness,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
CHN,China,East Asia & Pacific,Upper middle income,Q2,Adopción,question_outcome,oecd_5_ict_business_oecd_biz_ai_pct,,,observed_or_phase6_score,,,,31,True,True,not_ranked_missing,missing,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
IND,India,South Asia,Lower middle income,Q2,Adopción,question_outcome,oecd_5_ict_business_oecd_biz_ai_pct,,,observed_or_phase6_score,,,,31,True,True,not_ranked_missing,missing,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
JPN,Japan,East Asia & Pacific,High income,Q2,Adopción,question_outcome,oecd_5_ict_business_oecd_biz_ai_pct,9.1715,9.1715,observed_or_phase6_score,20.0,0.3870967741935484,20.0,31,False,False,low_performer,neutral,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
EST,Estonia,Europe & Central Asia,High income,Q2,Adopción,question_outcome,oecd_5_ict_business_oecd_biz_ai_pct,23.4026,23.4026,observed_or_phase6_score,10.0,0.7096774193548387,10.0,31,False,False,middle_performer,neutral,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
ARG,Argentina,Latin America & Caribbean ,Upper middle income,Q2,Adopción,question_outcome,oecd_5_ict_business_oecd_biz_ai_pct,,,observed_or_phase6_score,,,,31,True,True,not_ranked_missing,missing,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
BRA,Brazil,Latin America & Caribbean ,Upper middle income,Q2,Adopción,question_outcome,oecd_5_ict_business_oecd_biz_ai_pct,12.94,12.94,observed_or_phase6_score,17.0,0.4838709677419355,17.0,31,False,False,middle_performer,neutral,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
COL,Colombia,Latin America & Caribbean ,Upper middle income,Q2,Adopción,question_outcome,oecd_5_ict_business_oecd_biz_ai_pct,7.184849904,7.184849904,observed_or_phase6_score,26.0,0.1935483870967742,26.0,31,False,False,bottom_laggard,weakness,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
MEX,Mexico,Latin America & Caribbean ,Upper middle income,Q2,Adopción,question_outcome,oecd_5_ict_business_oecd_biz_ai_pct,,,observed_or_phase6_score,,,,31,True,True,not_ranked_missing,missing,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
PER,Peru,Latin America & Caribbean ,Upper middle income,Q2,Adopción,question_outcome,oecd_5_ict_business_oecd_biz_ai_pct,,,observed_or_phase6_score,,,,31,True,True,not_ranked_missing,missing,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
URY,Uruguay,Latin America & Caribbean ,High income,Q2,Adopción,question_outcome,oecd_5_ict_business_oecd_biz_ai_pct,,,observed_or_phase6_score,,,,31,True,True,not_ranked_missing,missing,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
GRC,Greece,Europe & Central Asia,High income,Q2,Adopción,question_outcome,oecd_5_ict_business_oecd_biz_ai_pct,8.9269,8.9269,observed_or_phase6_score,22.0,0.3225806451612903,22.0,31,False,False,low_performer,neutral,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
ROU,Romania,Europe & Central Asia,High income,Q2,Adopción,question_outcome,oecd_5_ict_business_oecd_biz_ai_pct,5.2108,5.2108,observed_or_phase6_score,28.0,0.12903225806451613,28.0,31,False,False,bottom_laggard,weakness,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
HRV,Croatia,Europe & Central Asia,High income,Q2,Adopción,question_outcome,oecd_5_ict_business_oecd_biz_ai_pct,15.1928,15.1928,observed_or_phase6_score,16.0,0.5161290322580645,16.0,31,False,False,middle_performer,neutral,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,Q2,Adopción,question_outcome,anthropic_usage_pct,0.4704,0.4704,observed_or_phase6_score,24.0,0.4523809523809524,24.0,42,False,False,middle_performer,neutral,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
SGP,Singapore,East Asia & Pacific,High income,Q2,Adopción,question_outcome,anthropic_usage_pct,0.5499,0.5499,observed_or_phase6_score,20.0,0.5476190476190477,20.0,42,False,False,middle_performer,neutral,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
NOR,Norway,Europe & Central Asia,High income,Q2,Adopción,question_outcome,anthropic_usage_pct,0.2618999999999999,0.2618999999999999,observed_or_phase6_score,31.0,0.2857142857142857,31.0,42,False,False,low_performer,neutral,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
IRL,Ireland,Europe & Central Asia,High income,Q2,Adopción,question_outcome,anthropic_usage_pct,0.2577,0.2577,observed_or_phase6_score,32.0,0.2619047619047619,32.0,42,False,False,low_performer,neutral,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
FRA,France,Europe & Central Asia,High income,Q2,Adopción,question_outcome,anthropic_usage_pct,3.2332,3.2332,observed_or_phase6_score,4.0,0.9285714285714286,4.0,42,False,False,top_pioneer,strength,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
ESP,Spain,Europe & Central Asia,High income,Q2,Adopción,question_outcome,anthropic_usage_pct,1.564,1.564,observed_or_phase6_score,12.0,0.7380952380952381,12.0,42,False,False,middle_performer,neutral,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
NZL,New Zealand,East Asia & Pacific,High income,Q2,Adopción,question_outcome,anthropic_usage_pct,0.2739,0.2739,observed_or_phase6_score,29.0,0.3333333333333333,29.0,42,False,False,low_performer,neutral,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
NLD,Netherlands (Kingdom of the),Europe & Central Asia,High income,Q2,Adopción,question_outcome,anthropic_usage_pct,1.0296,1.0296,observed_or_phase6_score,13.0,0.7142857142857143,13.0,42,False,False,middle_performer,neutral,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
GBR,United Kingdom,Europe & Central Asia,High income,Q2,Adopción,question_outcome,anthropic_usage_pct,3.5869,3.5869,observed_or_phase6_score,3.0,0.9523809523809523,3.0,42,False,False,top_pioneer,strength,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",High income,Q2,Adopción,question_outcome,anthropic_usage_pct,0.0634,0.0634,observed_or_phase6_score,41.0,0.047619047619047616,41.0,42,False,False,bottom_laggard,weakness,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
AUS,Australia,East Asia & Pacific,High income,Q2,Adopción,question_outcome,anthropic_usage_pct,1.5906,1.5906,observed_or_phase6_score,11.0,0.7619047619047619,11.0,42,False,False,high_performer,strength,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",High income,Q2,Adopción,question_outcome,anthropic_usage_pct,0.6871999999999999,0.6871999999999999,observed_or_phase6_score,17.0,0.6190476190476191,17.0,42,False,False,middle_performer,neutral,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
BEL,Belgium,Europe & Central Asia,High income,Q2,Adopción,question_outcome,anthropic_usage_pct,0.4812,0.4812,observed_or_phase6_score,23.0,0.47619047619047616,23.0,42,False,False,middle_performer,neutral,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
CAN,Canada,North America,High income,Q2,Adopción,question_outcome,anthropic_usage_pct,2.5902,2.5902,observed_or_phase6_score,8.0,0.8333333333333334,8.0,42,False,False,high_performer,strength,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
CHE,Switzerland,Europe & Central Asia,High income,Q2,Adopción,question_outcome,anthropic_usage_pct,0.6287,0.6287,observed_or_phase6_score,18.0,0.5952380952380952,18.0,42,False,False,middle_performer,neutral,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
SWE,Sweden,Europe & Central Asia,High income,Q2,Adopción,question_outcome,anthropic_usage_pct,0.4884999999999999,0.4884999999999999,observed_or_phase6_score,22.0,0.5,22.0,42,False,False,middle_performer,neutral,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
AUT,Austria,Europe & Central Asia,High income,Q2,Adopción,question_outcome,anthropic_usage_pct,0.3455999999999999,0.3455999999999999,observed_or_phase6_score,26.0,0.40476190476190477,26.0,42,False,False,middle_performer,neutral,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
KOR,South Korea,East Asia & Pacific,High income,Q2,Adopción,question_outcome,anthropic_usage_pct,2.9075,2.9075,observed_or_phase6_score,7.0,0.8571428571428571,7.0,42,False,False,high_performer,strength,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
HUN,Hungary,Europe & Central Asia,High income,Q2,Adopción,question_outcome,anthropic_usage_pct,0.1647,0.1647,observed_or_phase6_score,36.0,0.16666666666666666,36.0,42,False,False,bottom_laggard,weakness,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
DNK,Denmark,Europe & Central Asia,High income,Q2,Adopción,question_outcome,anthropic_usage_pct,0.2537,0.2537,observed_or_phase6_score,33.0,0.23809523809523808,33.0,42,False,False,low_performer,weakness,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
DEU,Germany,Europe & Central Asia,High income,Q2,Adopción,question_outcome,anthropic_usage_pct,3.027,3.027,observed_or_phase6_score,5.0,0.9047619047619048,5.0,42,False,False,top_pioneer,strength,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
POL,Poland,Europe & Central Asia,High income,Q2,Adopción,question_outcome,anthropic_usage_pct,0.931,0.931,observed_or_phase6_score,15.0,0.6666666666666666,15.0,42,False,False,middle_performer,neutral,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
TWN,Taiwan,,,Q2,Adopción,question_outcome,anthropic_usage_pct,0.5930000000000001,0.5930000000000001,observed_or_phase6_score,19.0,0.5714285714285714,19.0,42,False,False,middle_performer,neutral,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
CZE,Czech Republic,Europe & Central Asia,High income,Q2,Adopción,question_outcome,anthropic_usage_pct,0.3027,0.3027,observed_or_phase6_score,28.0,0.35714285714285715,28.0,42,False,False,low_performer,neutral,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
ITA,Italy,Europe & Central Asia,High income,Q2,Adopción,question_outcome,anthropic_usage_pct,1.7373,1.7373,observed_or_phase6_score,10.0,0.7857142857142857,10.0,42,False,False,high_performer,strength,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
BGR,Bulgaria,Europe & Central Asia,High income,Q2,Adopción,question_outcome,anthropic_usage_pct,0.1569,0.1569,observed_or_phase6_score,37.0,0.14285714285714285,37.0,42,False,False,bottom_laggard,weakness,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
FIN,Finland,Europe & Central Asia,High income,Q2,Adopción,question_outcome,anthropic_usage_pct,0.205,0.205,observed_or_phase6_score,35.0,0.19047619047619047,35.0,42,False,False,bottom_laggard,weakness,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
CRI,Costa Rica,Latin America & Caribbean ,High income,Q2,Adopción,question_outcome,anthropic_usage_pct,0.0772,0.0772,observed_or_phase6_score,39.0,0.09523809523809523,39.0,42,False,False,bottom_laggard,weakness,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
CHL,Chile,Latin America & Caribbean ,High income,Q2,Adopción,question_outcome,anthropic_usage_pct,0.272,0.272,observed_or_phase6_score,30.0,0.30952380952380953,30.0,42,False,False,low_performer,neutral,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
USA,United States,North America,High income,Q2,Adopción,question_outcome,anthropic_usage_pct,22.2372,22.2372,observed_or_phase6_score,1.0,1.0,1.0,42,False,False,top_pioneer,strength,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
CHN,China,East Asia & Pacific,Upper middle income,Q2,Adopción,question_outcome,anthropic_usage_pct,,,observed_or_phase6_score,,,,42,True,True,not_ranked_missing,missing,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
IND,India,South Asia,Lower middle income,Q2,Adopción,question_outcome,anthropic_usage_pct,6.1627,6.1627,observed_or_phase6_score,2.0,0.9761904761904762,2.0,42,False,False,top_pioneer,strength,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
JPN,Japan,East Asia & Pacific,High income,Q2,Adopción,question_outcome,anthropic_usage_pct,2.9128,2.9128,observed_or_phase6_score,6.0,0.8809523809523809,6.0,42,False,False,high_performer,strength,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
EST,Estonia,Europe & Central Asia,High income,Q2,Adopción,question_outcome,anthropic_usage_pct,0.0741,0.0741,observed_or_phase6_score,40.0,0.07142857142857142,40.0,42,False,False,bottom_laggard,weakness,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
ARG,Argentina,Latin America & Caribbean ,Upper middle income,Q2,Adopción,question_outcome,anthropic_usage_pct,0.4985,0.4985,observed_or_phase6_score,21.0,0.5238095238095238,21.0,42,False,False,middle_performer,neutral,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
BRA,Brazil,Latin America & Caribbean ,Upper middle income,Q2,Adopción,question_outcome,anthropic_usage_pct,2.5548,2.5548,observed_or_phase6_score,9.0,0.8095238095238095,9.0,42,False,False,high_performer,strength,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
COL,Colombia,Latin America & Caribbean ,Upper middle income,Q2,Adopción,question_outcome,anthropic_usage_pct,0.6908,0.6908,observed_or_phase6_score,16.0,0.6428571428571429,16.0,42,False,False,middle_performer,neutral,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
MEX,Mexico,Latin America & Caribbean ,Upper middle income,Q2,Adopción,question_outcome,anthropic_usage_pct,0.9757,0.9757,observed_or_phase6_score,14.0,0.6904761904761905,14.0,42,False,False,middle_performer,neutral,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
PER,Peru,Latin America & Caribbean ,Upper middle income,Q2,Adopción,question_outcome,anthropic_usage_pct,0.3354,0.3354,observed_or_phase6_score,27.0,0.38095238095238093,27.0,42,False,False,low_performer,neutral,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
URY,Uruguay,Latin America & Caribbean ,High income,Q2,Adopción,question_outcome,anthropic_usage_pct,0.0593,0.0593,observed_or_phase6_score,42.0,0.023809523809523808,42.0,42,False,False,bottom_laggard,weakness,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
GRC,Greece,Europe & Central Asia,High income,Q2,Adopción,question_outcome,anthropic_usage_pct,0.2108,0.2108,observed_or_phase6_score,34.0,0.21428571428571427,34.0,42,False,False,low_performer,weakness,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
ROU,Romania,Europe & Central Asia,High income,Q2,Adopción,question_outcome,anthropic_usage_pct,0.3833,0.3833,observed_or_phase6_score,25.0,0.42857142857142855,25.0,42,False,False,middle_performer,neutral,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
HRV,Croatia,Europe & Central Asia,High income,Q2,Adopción,question_outcome,anthropic_usage_pct,0.1084,0.1084,observed_or_phase6_score,38.0,0.11904761904761904,38.0,42,False,False,bottom_laggard,weakness,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,Q2,Adopción,question_outcome,oxford_public_sector_adoption,97.27,97.27,observed_or_phase6_score,2.0,0.9767441860465116,2.0,43,False,False,top_pioneer,strength,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
SGP,Singapore,East Asia & Pacific,High income,Q2,Adopción,question_outcome,oxford_public_sector_adoption,92.5,92.5,observed_or_phase6_score,7.0,0.8604651162790697,7.0,43,False,False,high_performer,strength,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
NOR,Norway,Europe & Central Asia,High income,Q2,Adopción,question_outcome,oxford_public_sector_adoption,84.17,84.17,observed_or_phase6_score,10.0,0.7906976744186046,10.0,43,False,False,high_performer,strength,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
IRL,Ireland,Europe & Central Asia,High income,Q2,Adopción,question_outcome,oxford_public_sector_adoption,74.12,74.12,observed_or_phase6_score,23.0,0.4883720930232558,23.0,43,False,False,middle_performer,neutral,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
FRA,France,Europe & Central Asia,High income,Q2,Adopción,question_outcome,oxford_public_sector_adoption,97.18,97.18,observed_or_phase6_score,3.0,0.9534883720930233,3.0,43,False,False,top_pioneer,strength,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
ESP,Spain,Europe & Central Asia,High income,Q2,Adopción,question_outcome,oxford_public_sector_adoption,78.21,78.21,observed_or_phase6_score,21.0,0.5348837209302325,21.0,43,False,False,middle_performer,neutral,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
NZL,New Zealand,East Asia & Pacific,High income,Q2,Adopción,question_outcome,oxford_public_sector_adoption,64.32,64.32,observed_or_phase6_score,39.0,0.11627906976744186,39.0,43,False,False,bottom_laggard,weakness,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
NLD,Netherlands (Kingdom of the),Europe & Central Asia,High income,Q2,Adopción,question_outcome,oxford_public_sector_adoption,94.01,94.01,observed_or_phase6_score,5.0,0.9069767441860465,5.0,43,False,False,top_pioneer,strength,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
GBR,United Kingdom,Europe & Central Asia,High income,Q2,Adopción,question_outcome,oxford_public_sector_adoption,68.93,68.93,observed_or_phase6_score,36.0,0.18604651162790697,36.0,43,False,False,bottom_laggard,weakness,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",High income,Q2,Adopción,question_outcome,oxford_public_sector_adoption,62.82,62.82,observed_or_phase6_score,40.0,0.09302325581395349,40.0,43,False,False,bottom_laggard,weakness,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
AUS,Australia,East Asia & Pacific,High income,Q2,Adopción,question_outcome,oxford_public_sector_adoption,82.67,82.67,observed_or_phase6_score,13.0,0.7209302325581395,13.0,43,False,False,middle_performer,neutral,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",High income,Q2,Adopción,question_outcome,oxford_public_sector_adoption,70.61,70.61,observed_or_phase6_score,32.0,0.27906976744186046,32.0,43,False,False,low_performer,neutral,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
BEL,Belgium,Europe & Central Asia,High income,Q2,Adopción,question_outcome,oxford_public_sector_adoption,72.0,72.0,observed_or_phase6_score,27.0,0.3953488372093023,27.0,43,False,False,low_performer,neutral,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
CAN,Canada,North America,High income,Q2,Adopción,question_outcome,oxford_public_sector_adoption,78.6,78.6,observed_or_phase6_score,20.0,0.5581395348837209,20.0,43,False,False,middle_performer,neutral,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
CHE,Switzerland,Europe & Central Asia,High income,Q2,Adopción,question_outcome,oxford_public_sector_adoption,73.93,73.93,observed_or_phase6_score,24.0,0.46511627906976744,24.0,43,False,False,middle_performer,neutral,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
SWE,Sweden,Europe & Central Asia,High income,Q2,Adopción,question_outcome,oxford_public_sector_adoption,73.81,73.81,observed_or_phase6_score,25.0,0.4418604651162791,25.0,43,False,False,middle_performer,neutral,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
AUT,Austria,Europe & Central Asia,High income,Q2,Adopción,question_outcome,oxford_public_sector_adoption,81.6,81.6,observed_or_phase6_score,16.0,0.6511627906976745,16.0,43,False,False,middle_performer,neutral,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
KOR,South Korea,East Asia & Pacific,High income,Q2,Adopción,question_outcome,oxford_public_sector_adoption,79.23,79.23,observed_or_phase6_score,17.0,0.627906976744186,17.0,43,False,False,middle_performer,neutral,in_sample_descriptive_positioning,False,False,Descriptive country-level position; not external prediction or causality.
