iso3,country_name,question_id,outcome,model_id,term,term_value,term_percentile,coefficient_or_weight,standardized_contribution,contribution_direction,contribution_rank_within_country,contribution_label,driver_type,interpretation,causal_claim,abs_contribution
ARE,United Arab Emirates,Q1,oxford_ind_company_investment_emerging_tech,phase6_primary_or_available,n_binding,4.0,0.9069767441860465,4.7295748294962765,6.694601644328383,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,6.694601644328383
CAN,Canada,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_binding,3.0,0.7093023255813954,-0.2543429146929604,-0.21799158053511233,negative,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.21799158053511233
CHE,Switzerland,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,-0.2543429146929604,0.20808287232897085,positive,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.20808287232897085
SWE,Sweden,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,-0.2543429146929604,0.20808287232897085,positive,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.20808287232897085
AUT,Austria,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,-0.2543429146929604,0.20808287232897085,positive,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.20808287232897085
KOR,South Korea,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_binding,4.0,0.9069767441860465,-0.2543429146929604,-0.3600163981564734,negative,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.3600163981564734
HUN,Hungary,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,-0.2543429146929604,0.20808287232897085,positive,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.20808287232897085
DNK,Denmark,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,-0.2543429146929604,0.20808287232897085,positive,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.20808287232897085
DEU,Germany,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,-0.2543429146929604,0.20808287232897085,positive,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.20808287232897085
POL,Poland,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,-0.2543429146929604,0.20808287232897085,positive,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.20808287232897085
TWN,Taiwan,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_binding,3.0,0.7093023255813954,-0.2543429146929604,-0.21799158053511233,negative,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.21799158053511233
CZE,Czech Republic,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,-0.2543429146929604,0.20808287232897085,positive,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.20808287232897085
ITA,Italy,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,-0.2543429146929604,0.20808287232897085,positive,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.20808287232897085
BGR,Bulgaria,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,-0.2543429146929604,0.20808287232897085,positive,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.20808287232897085
FIN,Finland,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,-0.2543429146929604,0.20808287232897085,positive,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.20808287232897085
CRI,Costa Rica,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,-0.2543429146929604,0.20808287232897085,positive,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.20808287232897085
CHL,Chile,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_binding,3.0,0.7093023255813954,-0.2543429146929604,-0.21799158053511233,negative,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.21799158053511233
USA,United States,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_binding,5.0,1.0,-0.2543429146929604,-0.5020412157778344,negative,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.5020412157778344
CHN,China,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_binding,4.0,0.9069767441860465,-0.2543429146929604,-0.3600163981564734,negative,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.3600163981564734
IND,India,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_binding,3.0,0.7093023255813954,-0.2543429146929604,-0.21799158053511233,negative,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.21799158053511233
JPN,Japan,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_binding,4.0,0.9069767441860465,-0.2543429146929604,-0.3600163981564734,negative,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.3600163981564734
EST,Estonia,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,-0.2543429146929604,0.20808287232897085,positive,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.20808287232897085
ARG,Argentina,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_binding,3.0,0.7093023255813954,-0.2543429146929604,-0.21799158053511233,negative,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.21799158053511233
BRA,Brazil,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_binding,3.0,0.7093023255813954,-0.2543429146929604,-0.21799158053511233,negative,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.21799158053511233
COL,Colombia,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_binding,3.0,0.7093023255813954,-0.2543429146929604,-0.21799158053511233,negative,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.21799158053511233
MEX,Mexico,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,-0.2543429146929604,0.20808287232897085,positive,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.20808287232897085
PER,Peru,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_binding,4.0,0.9069767441860465,-0.2543429146929604,-0.3600163981564734,negative,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.3600163981564734
URY,Uruguay,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,-0.2543429146929604,0.20808287232897085,positive,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.20808287232897085
GRC,Greece,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,-0.2543429146929604,0.20808287232897085,positive,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.20808287232897085
ROU,Romania,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,-0.2543429146929604,0.20808287232897085,positive,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.20808287232897085
HRV,Croatia,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,-0.2543429146929604,0.20808287232897085,positive,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.20808287232897085
ARE,United Arab Emirates,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_non_binding,7.0,0.8255813953488372,-0.1477620885882616,-0.18168832157428985,negative,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.18168832157428985
SGP,Singapore,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_non_binding,8.0,0.8837209302325582,-0.1477620885882616,-0.22414809237697716,negative,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.22414809237697716
NOR,Norway,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_non_binding,0.0,0.3023255813953488,-0.1477620885882616,0.11553007404452126,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.11553007404452126
IRL,Ireland,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_non_binding,0.0,0.3023255813953488,-0.1477620885882616,0.11553007404452126,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.11553007404452126
FRA,France,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_non_binding,0.0,0.3023255813953488,-0.1477620885882616,0.11553007404452126,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.11553007404452126
ESP,Spain,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_non_binding,0.0,0.3023255813953488,-0.1477620885882616,0.11553007404452126,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.11553007404452126
NZL,New Zealand,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_non_binding,7.0,0.8255813953488372,-0.1477620885882616,-0.18168832157428985,negative,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.18168832157428985
NLD,Netherlands (Kingdom of the),Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_non_binding,0.0,0.3023255813953488,-0.1477620885882616,0.11553007404452126,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.11553007404452126
GBR,United Kingdom,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_non_binding,9.0,0.9651162790697675,-0.1477620885882616,-0.2666078631796645,negative,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.2666078631796645
QAT,Qatar,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_non_binding,0.0,0.3023255813953488,-0.1477620885882616,0.11553007404452126,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.11553007404452126
AUS,Australia,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_non_binding,9.0,0.9651162790697675,-0.1477620885882616,-0.2666078631796645,negative,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.2666078631796645
ISR,Israel,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_non_binding,6.0,0.7790697674418605,-0.1477620885882616,-0.13922855077160254,negative,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.13922855077160254
BEL,Belgium,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_non_binding,0.0,0.3023255813953488,-0.1477620885882616,0.11553007404452126,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.11553007404452126
CAN,Canada,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_non_binding,9.0,0.9651162790697675,-0.1477620885882616,-0.2666078631796645,negative,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.2666078631796645
CHE,Switzerland,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_non_binding,0.0,0.3023255813953488,-0.1477620885882616,0.11553007404452126,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.11553007404452126
SWE,Sweden,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_non_binding,0.0,0.3023255813953488,-0.1477620885882616,0.11553007404452126,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.11553007404452126
AUT,Austria,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_non_binding,0.0,0.3023255813953488,-0.1477620885882616,0.11553007404452126,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.11553007404452126
KOR,South Korea,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_non_binding,5.0,0.7093023255813954,-0.1477620885882616,-0.09676877996891525,negative,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.09676877996891525
HUN,Hungary,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_non_binding,0.0,0.3023255813953488,-0.1477620885882616,0.11553007404452126,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.11553007404452126
DNK,Denmark,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_non_binding,0.0,0.3023255813953488,-0.1477620885882616,0.11553007404452126,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.11553007404452126
DEU,Germany,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_non_binding,0.0,0.3023255813953488,-0.1477620885882616,0.11553007404452126,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.11553007404452126
POL,Poland,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_non_binding,0.0,0.3023255813953488,-0.1477620885882616,0.11553007404452126,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.11553007404452126
TWN,Taiwan,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_non_binding,3.0,0.6046511627906976,-0.1477620885882616,-0.011849238363540644,negative,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.011849238363540644
CZE,Czech Republic,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_non_binding,0.0,0.3023255813953488,-0.1477620885882616,0.11553007404452126,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.11553007404452126
ITA,Italy,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_non_binding,0.0,0.3023255813953488,-0.1477620885882616,0.11553007404452126,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.11553007404452126
BGR,Bulgaria,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_non_binding,0.0,0.3023255813953488,-0.1477620885882616,0.11553007404452126,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.11553007404452126
FIN,Finland,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_non_binding,0.0,0.3023255813953488,-0.1477620885882616,0.11553007404452126,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.11553007404452126
CRI,Costa Rica,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_non_binding,0.0,0.3023255813953488,-0.1477620885882616,0.11553007404452126,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.11553007404452126
CHL,Chile,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_non_binding,5.0,0.7093023255813954,-0.1477620885882616,-0.09676877996891525,negative,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.09676877996891525
USA,United States,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_non_binding,8.0,0.8837209302325582,-0.1477620885882616,-0.22414809237697716,negative,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.22414809237697716
CHN,China,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_non_binding,8.0,0.8837209302325582,-0.1477620885882616,-0.22414809237697716,negative,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.22414809237697716
IND,India,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_non_binding,6.0,0.7790697674418605,-0.1477620885882616,-0.13922855077160254,negative,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.13922855077160254
JPN,Japan,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_non_binding,9.0,0.9651162790697675,-0.1477620885882616,-0.2666078631796645,negative,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.2666078631796645
EST,Estonia,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_non_binding,0.0,0.3023255813953488,-0.1477620885882616,0.11553007404452126,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.11553007404452126
ARG,Argentina,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_non_binding,5.0,0.7093023255813954,-0.1477620885882616,-0.09676877996891525,negative,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.09676877996891525
BRA,Brazil,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_non_binding,4.0,0.6395348837209303,-0.1477620885882616,-0.054309009166227946,negative,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.054309009166227946
COL,Colombia,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_non_binding,5.0,0.7093023255813954,-0.1477620885882616,-0.09676877996891525,negative,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.09676877996891525
MEX,Mexico,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_non_binding,0.0,0.3023255813953488,-0.1477620885882616,0.11553007404452126,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.11553007404452126
PER,Peru,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_non_binding,4.0,0.6395348837209303,-0.1477620885882616,-0.054309009166227946,negative,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.054309009166227946
URY,Uruguay,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_non_binding,0.0,0.3023255813953488,-0.1477620885882616,0.11553007404452126,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.11553007404452126
GRC,Greece,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_non_binding,0.0,0.3023255813953488,-0.1477620885882616,0.11553007404452126,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.11553007404452126
ROU,Romania,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_non_binding,0.0,0.3023255813953488,-0.1477620885882616,0.11553007404452126,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.11553007404452126
HRV,Croatia,Q2,oecd_5_ict_business_oecd_biz_ai_pct,phase6_primary_or_available,n_non_binding,0.0,0.3023255813953488,-0.1477620885882616,0.11553007404452126,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.11553007404452126
ARE,United Arab Emirates,Q2,anthropic_usage_pct,phase6_primary_or_available,n_binding,4.0,0.9069767441860465,0.5686436703579704,0.8049017063592677,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.8049017063592677
SGP,Singapore,Q2,anthropic_usage_pct,phase6_primary_or_available,n_binding,3.0,0.7093023255813954,0.5686436703579704,0.48737167541019877,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.48737167541019877
NOR,Norway,Q2,anthropic_usage_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,0.5686436703579704,-0.46521841743700787,negative,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.46521841743700787
IRL,Ireland,Q2,anthropic_usage_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,0.5686436703579704,-0.46521841743700787,negative,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.46521841743700787
FRA,France,Q2,anthropic_usage_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,0.5686436703579704,-0.46521841743700787,negative,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.46521841743700787
ESP,Spain,Q2,anthropic_usage_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,0.5686436703579704,-0.46521841743700787,negative,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.46521841743700787
NZL,New Zealand,Q2,anthropic_usage_pct,phase6_primary_or_available,n_binding,3.0,0.7093023255813954,0.5686436703579704,0.48737167541019877,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.48737167541019877
NLD,Netherlands (Kingdom of the),Q2,anthropic_usage_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,0.5686436703579704,-0.46521841743700787,negative,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.46521841743700787
GBR,United Kingdom,Q2,anthropic_usage_pct,phase6_primary_or_available,n_binding,4.0,0.9069767441860465,0.5686436703579704,0.8049017063592677,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.8049017063592677
QAT,Qatar,Q2,anthropic_usage_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,0.5686436703579704,-0.46521841743700787,negative,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.46521841743700787
AUS,Australia,Q2,anthropic_usage_pct,phase6_primary_or_available,n_binding,3.0,0.7093023255813954,0.5686436703579704,0.48737167541019877,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.48737167541019877
ISR,Israel,Q2,anthropic_usage_pct,phase6_primary_or_available,n_binding,4.0,0.9069767441860465,0.5686436703579704,0.8049017063592677,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.8049017063592677
BEL,Belgium,Q2,anthropic_usage_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,0.5686436703579704,-0.46521841743700787,negative,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.46521841743700787
CAN,Canada,Q2,anthropic_usage_pct,phase6_primary_or_available,n_binding,3.0,0.7093023255813954,0.5686436703579704,0.48737167541019877,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.48737167541019877
CHE,Switzerland,Q2,anthropic_usage_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,0.5686436703579704,-0.46521841743700787,negative,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.46521841743700787
SWE,Sweden,Q2,anthropic_usage_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,0.5686436703579704,-0.46521841743700787,negative,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.46521841743700787
AUT,Austria,Q2,anthropic_usage_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,0.5686436703579704,-0.46521841743700787,negative,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.46521841743700787
KOR,South Korea,Q2,anthropic_usage_pct,phase6_primary_or_available,n_binding,4.0,0.9069767441860465,0.5686436703579704,0.8049017063592677,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.8049017063592677
HUN,Hungary,Q2,anthropic_usage_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,0.5686436703579704,-0.46521841743700787,negative,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.46521841743700787
DNK,Denmark,Q2,anthropic_usage_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,0.5686436703579704,-0.46521841743700787,negative,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.46521841743700787
DEU,Germany,Q2,anthropic_usage_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,0.5686436703579704,-0.46521841743700787,negative,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.46521841743700787
