iso3,country_name,question_id,outcome,model_id,observed_value,fitted_value,residual,absolute_residual,residual_rank,residual_percentile,overperformer_underperformer,gap_vs_best,gap_vs_group_best,gap_vs_chile,gap_vs_singapore,interpretation
ARE,United Arab Emirates,Q1,oxford_ind_company_investment_emerging_tech,simple_adjusted_internal,79.5,72.06160560143805,7.438394398561954,7.438394398561954,29.0,0.3333333333333333,overperformer,20.5,20.5,41.0,1.0,Observed minus fitted within in-sample descriptive model; not causal.
SWE,Sweden,Q2,ms_h2_2025_ai_diffusion_pct,simple_adjusted_internal,33.3,32.71139077047507,0.588609229524927,0.588609229524927,39.0,0.07317073170731707,overperformer,30.700000000000003,30.700000000000003,12.499999999999996,-27.6,Observed minus fitted within in-sample descriptive model; not causal.
AUT,Austria,Q2,ms_h2_2025_ai_diffusion_pct,simple_adjusted_internal,31.4,33.62267317529809,-2.222673175298091,2.222673175298091,31.0,0.2682926829268293,underperformer,32.6,32.6,10.599999999999998,-29.5,Observed minus fitted within in-sample descriptive model; not causal.
KOR,South Korea,Q2,ms_h2_2025_ai_diffusion_pct,simple_adjusted_internal,30.7,34.12576300796099,-3.4257630079609918,3.4257630079609918,25.0,0.4146341463414634,underperformer,33.3,33.3,9.899999999999999,-30.2,Observed minus fitted within in-sample descriptive model; not causal.
HUN,Hungary,Q2,ms_h2_2025_ai_diffusion_pct,simple_adjusted_internal,29.8,27.26961790277676,2.5303820972232423,2.5303820972232423,30.0,0.2926829268292683,overperformer,34.2,34.2,9.0,-31.099999999999998,Observed minus fitted within in-sample descriptive model; not causal.
DNK,Denmark,Q2,ms_h2_2025_ai_diffusion_pct,simple_adjusted_internal,28.7,35.0296996474841,-6.329699647484102,6.329699647484102,14.0,0.6829268292682927,underperformer,35.3,35.3,7.899999999999999,-32.2,Observed minus fitted within in-sample descriptive model; not causal.
DEU,Germany,Q2,ms_h2_2025_ai_diffusion_pct,simple_adjusted_internal,28.6,33.498267082245945,-4.898267082245944,4.898267082245944,17.0,0.6097560975609756,underperformer,35.4,35.4,7.800000000000001,-32.3,Observed minus fitted within in-sample descriptive model; not causal.
POL,Poland,Q2,ms_h2_2025_ai_diffusion_pct,simple_adjusted_internal,28.5,27.963390368511632,0.5366096314883677,0.5366096314883677,40.0,0.04878048780487805,overperformer,35.5,35.5,7.699999999999999,-32.4,Observed minus fitted within in-sample descriptive model; not causal.
CZE,Czech Republic,Q2,ms_h2_2025_ai_diffusion_pct,simple_adjusted_internal,27.8,29.25730007790184,-1.457300077901838,1.457300077901838,34.0,0.1951219512195122,underperformer,36.2,36.2,7.0,-33.099999999999994,Observed minus fitted within in-sample descriptive model; not causal.
ITA,Italy,Q2,ms_h2_2025_ai_diffusion_pct,simple_adjusted_internal,27.8,31.40784498913208,-3.6078449891320794,3.6078449891320794,21.0,0.5121951219512195,underperformer,36.2,36.2,7.0,-33.099999999999994,Observed minus fitted within in-sample descriptive model; not causal.
BGR,Bulgaria,Q2,ms_h2_2025_ai_diffusion_pct,simple_adjusted_internal,27.3,25.09088045332175,2.2091195466782523,2.2091195466782523,32.0,0.24390243902439024,overperformer,36.7,36.7,6.5,-33.599999999999994,Observed minus fitted within in-sample descriptive model; not causal.
FIN,Finland,Q2,ms_h2_2025_ai_diffusion_pct,simple_adjusted_internal,27.3,30.820329158360767,-3.5203291583607665,3.5203291583607665,22.0,0.4878048780487805,underperformer,36.7,36.7,6.5,-33.599999999999994,Observed minus fitted within in-sample descriptive model; not causal.
CRI,Costa Rica,Q2,ms_h2_2025_ai_diffusion_pct,simple_adjusted_internal,26.5,19.050102757614994,7.449897242385006,7.449897242385006,9.0,0.8048780487804879,overperformer,37.5,37.5,5.699999999999999,-34.4,Observed minus fitted within in-sample descriptive model; not causal.
CHL,Chile,Q2,ms_h2_2025_ai_diffusion_pct,simple_adjusted_internal,20.8,28.279385270452345,-7.479385270452344,7.479385270452344,8.0,0.8292682926829268,underperformer,43.2,43.2,0.0,-40.099999999999994,Observed minus fitted within in-sample descriptive model; not causal.
USA,United States,Q2,ms_h2_2025_ai_diffusion_pct,simple_adjusted_internal,28.3,36.70602136651608,-8.406021366516082,8.406021366516082,7.0,0.8536585365853658,underperformer,35.7,35.7,7.5,-32.599999999999994,Observed minus fitted within in-sample descriptive model; not causal.
CHN,China,Q2,ms_h2_2025_ai_diffusion_pct,simple_adjusted_internal,16.3,19.647638680610527,-3.347638680610526,3.347638680610526,26.0,0.3902439024390244,underperformer,47.7,47.7,-4.5,-44.599999999999994,Observed minus fitted within in-sample descriptive model; not causal.
IND,India,Q2,ms_h2_2025_ai_diffusion_pct,simple_adjusted_internal,15.7,6.266102362762797,9.433897637237202,9.433897637237202,6.0,0.8780487804878049,overperformer,48.3,48.3,-5.100000000000001,-45.2,Observed minus fitted within in-sample descriptive model; not causal.
JPN,Japan,Q2,ms_h2_2025_ai_diffusion_pct,simple_adjusted_internal,19.1,30.673462660690905,-11.573462660690904,11.573462660690904,4.0,0.926829268292683,underperformer,44.9,44.9,-1.6999999999999993,-41.8,Observed minus fitted within in-sample descriptive model; not causal.
ARG,Argentina,Q2,ms_h2_2025_ai_diffusion_pct,simple_adjusted_internal,19.6,26.164906294396314,-6.564906294396312,6.564906294396312,13.0,0.7073170731707317,underperformer,44.4,44.4,-1.1999999999999993,-41.3,Observed minus fitted within in-sample descriptive model; not causal.
BRA,Brazil,Q2,ms_h2_2025_ai_diffusion_pct,simple_adjusted_internal,17.1,21.627592961606513,-4.527592961606512,4.527592961606512,18.0,0.5853658536585366,underperformer,46.9,46.9,-3.6999999999999993,-43.8,Observed minus fitted within in-sample descriptive model; not causal.
COL,Colombia,Q2,ms_h2_2025_ai_diffusion_pct,simple_adjusted_internal,22.0,20.62943096581668,1.370569034183319,1.370569034183319,35.0,0.17073170731707318,overperformer,42.0,42.0,1.1999999999999993,-38.9,Observed minus fitted within in-sample descriptive model; not causal.
MEX,Mexico,Q2,ms_h2_2025_ai_diffusion_pct,simple_adjusted_internal,17.8,16.53415233992486,1.265847660075142,1.265847660075142,36.0,0.14634146341463414,overperformer,46.2,46.2,-3.0,-43.099999999999994,Observed minus fitted within in-sample descriptive model; not causal.
PER,Peru,Q2,ms_h2_2025_ai_diffusion_pct,simple_adjusted_internal,14.7,14.019896748895304,0.6801032511046952,0.6801032511046952,38.0,0.0975609756097561,overperformer,49.3,49.3,-6.100000000000001,-46.2,Observed minus fitted within in-sample descriptive model; not causal.
URY,Uruguay,Q2,ms_h2_2025_ai_diffusion_pct,simple_adjusted_internal,22.5,21.464001473856754,1.0359985261432456,1.0359985261432456,37.0,0.12195121951219512,overperformer,41.5,41.5,1.6999999999999993,-38.4,Observed minus fitted within in-sample descriptive model; not causal.
GRC,Greece,Q2,ms_h2_2025_ai_diffusion_pct,simple_adjusted_internal,19.1,25.94114798866593,-6.841147988665927,6.841147988665927,12.0,0.7317073170731707,underperformer,44.9,44.9,-1.6999999999999993,-41.8,Observed minus fitted within in-sample descriptive model; not causal.
ROU,Romania,Q2,ms_h2_2025_ai_diffusion_pct,simple_adjusted_internal,16.2,27.577977182790008,-11.377977182790008,11.377977182790008,5.0,0.9024390243902439,underperformer,47.8,47.8,-4.600000000000001,-44.7,Observed minus fitted within in-sample descriptive model; not causal.
HRV,Croatia,Q2,ms_h2_2025_ai_diffusion_pct,simple_adjusted_internal,23.7,27.195798929597096,-3.495798929597097,3.495798929597097,23.0,0.4634146341463415,underperformer,40.3,40.3,2.8999999999999986,-37.2,Observed minus fitted within in-sample descriptive model; not causal.
NOR,Norway,Q2,oecd_5_ict_business_oecd_biz_ai_pct,simple_adjusted_internal,28.8939,28.6569549112739,0.23694508872609887,0.23694508872609887,31.0,0.03225806451612903,overperformer,13.138500000000004,13.138500000000004,,,Observed minus fitted within in-sample descriptive model; not causal.
IRL,Ireland,Q2,oecd_5_ict_business_oecd_biz_ai_pct,simple_adjusted_internal,19.6416,19.39467110443743,0.24692889556257214,0.24692889556257214,30.0,0.06451612903225806,overperformer,22.390800000000002,22.390800000000002,,,Observed minus fitted within in-sample descriptive model; not causal.
FRA,France,Q2,oecd_5_ict_business_oecd_biz_ai_pct,simple_adjusted_internal,18.1592,19.633423209090434,-1.474223209090436,1.474223209090436,24.0,0.25806451612903225,underperformer,23.873200000000004,23.873200000000004,,,Observed minus fitted within in-sample descriptive model; not causal.
ESP,Spain,Q2,oecd_5_ict_business_oecd_biz_ai_pct,simple_adjusted_internal,20.2685,24.535833288526096,-4.267333288526096,4.267333288526096,13.0,0.6129032258064516,underperformer,21.763900000000003,21.763900000000003,,,Observed minus fitted within in-sample descriptive model; not causal.
NZL,New Zealand,Q2,oecd_5_ict_business_oecd_biz_ai_pct,simple_adjusted_internal,9.023666707,17.678776498764023,-8.655109791764023,8.655109791764023,3.0,0.9354838709677419,underperformer,33.008733293000006,33.008733293000006,,,Observed minus fitted within in-sample descriptive model; not causal.
NLD,Netherlands (Kingdom of the),Q2,oecd_5_ict_business_oecd_biz_ai_pct,simple_adjusted_internal,33.2079,28.655819536342776,4.5520804636572265,4.5520804636572265,11.0,0.6774193548387096,overperformer,8.8245,8.8245,,,Observed minus fitted within in-sample descriptive model; not causal.
GBR,United Kingdom,Q2,oecd_5_ict_business_oecd_biz_ai_pct,simple_adjusted_internal,4.1104,-0.05215059429585622,4.1625505942958565,4.1625505942958565,14.0,0.5806451612903226,overperformer,37.922000000000004,37.922000000000004,,,Observed minus fitted within in-sample descriptive model; not causal.
AUS,Australia,Q2,oecd_5_ict_business_oecd_biz_ai_pct,simple_adjusted_internal,3.39,4.646886482495198,-1.2568864824951977,1.2568864824951977,26.0,0.1935483870967742,underperformer,38.6424,38.6424,,,Observed minus fitted within in-sample descriptive model; not causal.
ISR,Israel,Q2,oecd_5_ict_business_oecd_biz_ai_pct,simple_adjusted_internal,3.694724719,11.373905622366301,-7.679180903366301,7.679180903366301,6.0,0.8387096774193549,underperformer,38.337675281,38.337675281,,,Observed minus fitted within in-sample descriptive model; not causal.
BEL,Belgium,Q2,oecd_5_ict_business_oecd_biz_ai_pct,simple_adjusted_internal,34.5428,21.896820563316865,12.645979436683135,12.645979436683135,2.0,0.967741935483871,overperformer,7.489600000000003,7.489600000000003,,,Observed minus fitted within in-sample descriptive model; not causal.
CAN,Canada,Q2,oecd_5_ict_business_oecd_biz_ai_pct,simple_adjusted_internal,8.3,4.447243533655321,3.8527564663446796,3.8527564663446796,17.0,0.4838709677419355,overperformer,33.7324,33.7324,,,Observed minus fitted within in-sample descriptive model; not causal.
CHE,Switzerland,Q2,oecd_5_ict_business_oecd_biz_ai_pct,simple_adjusted_internal,9.94986452932108,28.353924208661336,-18.404059679340257,18.404059679340257,1.0,1.0,underperformer,32.08253547067892,32.08253547067892,,,Observed minus fitted within in-sample descriptive model; not causal.
SWE,Sweden,Q2,oecd_5_ict_business_oecd_biz_ai_pct,simple_adjusted_internal,35.0402,31.138758932454127,3.9014410675458713,3.9014410675458713,16.0,0.5161290322580645,overperformer,6.992200000000004,6.992200000000004,,,Observed minus fitted within in-sample descriptive model; not causal.
AUT,Austria,Q2,oecd_5_ict_business_oecd_biz_ai_pct,simple_adjusted_internal,29.9459,23.97953536079659,5.966364639203412,5.966364639203412,9.0,0.7419354838709677,overperformer,12.086500000000001,12.086500000000001,,,Observed minus fitted within in-sample descriptive model; not causal.
KOR,South Korea,Q2,oecd_5_ict_business_oecd_biz_ai_pct,simple_adjusted_internal,30.28,27.520875868391403,2.7591241316085977,2.7591241316085977,19.0,0.41935483870967744,overperformer,11.752400000000002,11.752400000000002,,,Observed minus fitted within in-sample descriptive model; not causal.
HUN,Hungary,Q2,oecd_5_ict_business_oecd_biz_ai_pct,simple_adjusted_internal,10.3731,16.762806883006803,-6.389706883006802,6.389706883006802,8.0,0.7741935483870968,underperformer,31.6593,31.6593,,,Observed minus fitted within in-sample descriptive model; not causal.
DNK,Denmark,Q2,oecd_5_ict_business_oecd_biz_ai_pct,simple_adjusted_internal,42.0324,33.91290022063755,8.11949977936245,8.11949977936245,5.0,0.8709677419354839,overperformer,0.0,0.0,,,Observed minus fitted within in-sample descriptive model; not causal.
DEU,Germany,Q2,oecd_5_ict_business_oecd_biz_ai_pct,simple_adjusted_internal,25.9684,25.657653828933494,0.31074617106650493,0.31074617106650493,29.0,0.0967741935483871,overperformer,16.064000000000004,16.064000000000004,,,Observed minus fitted within in-sample descriptive model; not causal.
POL,Poland,Q2,oecd_5_ict_business_oecd_biz_ai_pct,simple_adjusted_internal,8.362400000000001,14.8192072293225,-6.456807229322498,6.456807229322498,7.0,0.8064516129032258,underperformer,33.67,33.67,,,Observed minus fitted within in-sample descriptive model; not causal.
CZE,Czech Republic,Q2,oecd_5_ict_business_oecd_biz_ai_pct,simple_adjusted_internal,17.6049,20.051875552857265,-2.446975552857264,2.446975552857264,22.0,0.3225806451612903,underperformer,24.427500000000002,24.427500000000002,,,Observed minus fitted within in-sample descriptive model; not causal.
ITA,Italy,Q2,oecd_5_ict_business_oecd_biz_ai_pct,simple_adjusted_internal,16.4032,13.93277936217167,2.4704206378283278,2.4704206378283278,21.0,0.3548387096774194,overperformer,25.629200000000004,25.629200000000004,,,Observed minus fitted within in-sample descriptive model; not causal.
BGR,Bulgaria,Q2,oecd_5_ict_business_oecd_biz_ai_pct,simple_adjusted_internal,8.5463,4.150638659445646,4.395661340554354,4.395661340554354,12.0,0.6451612903225806,overperformer,33.4861,33.4861,,,Observed minus fitted within in-sample descriptive model; not causal.
FIN,Finland,Q2,oecd_5_ict_business_oecd_biz_ai_pct,simple_adjusted_internal,37.8204,31.908406858078752,5.911993141921247,5.911993141921247,10.0,0.7096774193548387,overperformer,4.212000000000003,4.212000000000003,,,Observed minus fitted within in-sample descriptive model; not causal.
USA,United States,Q2,oecd_5_ict_business_oecd_biz_ai_pct,simple_adjusted_internal,5.651547688,4.303770473421167,1.3477772145788327,1.3477772145788327,25.0,0.22580645161290322,overperformer,36.380852312,36.380852312,,,Observed minus fitted within in-sample descriptive model; not causal.
JPN,Japan,Q2,oecd_5_ict_business_oecd_biz_ai_pct,simple_adjusted_internal,9.1715,9.648568440746708,-0.4770684407467076,0.4770684407467076,28.0,0.12903225806451613,underperformer,32.8609,32.8609,,,Observed minus fitted within in-sample descriptive model; not causal.
EST,Estonia,Q2,oecd_5_ict_business_oecd_biz_ai_pct,simple_adjusted_internal,23.4026,27.35661542237984,-3.9540154223798396,3.9540154223798396,15.0,0.5483870967741935,underperformer,18.629800000000003,18.629800000000003,,,Observed minus fitted within in-sample descriptive model; not causal.
BRA,Brazil,Q2,oecd_5_ict_business_oecd_biz_ai_pct,simple_adjusted_internal,12.94,11.19562664514323,1.7443733548567693,1.7443733548567693,23.0,0.2903225806451613,overperformer,29.092400000000005,29.092400000000005,,,Observed minus fitted within in-sample descriptive model; not causal.
COL,Colombia,Q2,oecd_5_ict_business_oecd_biz_ai_pct,simple_adjusted_internal,7.184849904,3.4701793176312212,3.714670586368779,3.714670586368779,18.0,0.45161290322580644,overperformer,34.847550096000006,34.847550096000006,,,Observed minus fitted within in-sample descriptive model; not causal.
GRC,Greece,Q2,oecd_5_ict_business_oecd_biz_ai_pct,simple_adjusted_internal,8.9269,8.21968835886688,0.7072116411331191,0.7072116411331191,27.0,0.16129032258064516,overperformer,33.105500000000006,33.105500000000006,,,Observed minus fitted within in-sample descriptive model; not causal.
ROU,Romania,Q2,oecd_5_ict_business_oecd_biz_ai_pct,simple_adjusted_internal,5.2108,13.547215943700719,-8.336415943700718,8.336415943700718,4.0,0.9032258064516129,underperformer,36.821600000000004,36.821600000000004,,,Observed minus fitted within in-sample descriptive model; not causal.
HRV,Croatia,Q2,oecd_5_ict_business_oecd_biz_ai_pct,simple_adjusted_internal,15.1928,12.441541824709223,2.7512581752907774,2.7512581752907774,20.0,0.3870967741935484,overperformer,26.839600000000004,26.839600000000004,,,Observed minus fitted within in-sample descriptive model; not causal.
ARE,United Arab Emirates,Q2,anthropic_usage_pct,simple_adjusted_internal,0.4704,5.449595490141274,-4.979195490141274,4.979195490141274,3.0,0.9512195121951219,underperformer,21.7668,21.7668,0.19839999999999997,-0.07950000000000007,Observed minus fitted within in-sample descriptive model; not causal.
SGP,Singapore,Q2,anthropic_usage_pct,simple_adjusted_internal,0.5499,0.7171640996426851,-0.16726409964268507,0.16726409964268507,35.0,0.17073170731707318,underperformer,21.6873,21.6873,0.27790000000000004,0.0,Observed minus fitted within in-sample descriptive model; not causal.
NOR,Norway,Q2,anthropic_usage_pct,simple_adjusted_internal,0.2618999999999999,0.04255674595830844,0.21934325404169147,0.21934325404169147,33.0,0.21951219512195122,overperformer,21.9753,21.9753,-0.010100000000000109,-0.28800000000000014,Observed minus fitted within in-sample descriptive model; not causal.
IRL,Ireland,Q2,anthropic_usage_pct,simple_adjusted_internal,0.2577,0.09258534502309045,0.16511465497690953,0.16511465497690953,36.0,0.14634146341463414,overperformer,21.9795,21.9795,-0.014300000000000035,-0.29220000000000007,Observed minus fitted within in-sample descriptive model; not causal.
FRA,France,Q2,anthropic_usage_pct,simple_adjusted_internal,3.2332,0.9692027724664763,2.263997227533524,2.263997227533524,10.0,0.7804878048780488,overperformer,19.004,19.004,2.9612,2.6833,Observed minus fitted within in-sample descriptive model; not causal.
ESP,Spain,Q2,anthropic_usage_pct,simple_adjusted_internal,1.564,0.41850933330019485,1.1454906666998053,1.1454906666998053,15.0,0.6585365853658537,overperformer,20.6732,20.6732,1.292,1.0141,Observed minus fitted within in-sample descriptive model; not causal.
NZL,New Zealand,Q2,anthropic_usage_pct,simple_adjusted_internal,0.2739,0.848165112559035,-0.574265112559035,0.574265112559035,27.0,0.36585365853658536,underperformer,21.9633,21.9633,0.0018999999999999573,-0.2760000000000001,Observed minus fitted within in-sample descriptive model; not causal.
NLD,Netherlands (Kingdom of the),Q2,anthropic_usage_pct,simple_adjusted_internal,1.0296,0.2452887998085808,0.7843112001914193,0.7843112001914193,22.0,0.4878048780487805,overperformer,21.207600000000003,21.207600000000003,0.7576,0.4797,Observed minus fitted within in-sample descriptive model; not causal.
GBR,United Kingdom,Q2,anthropic_usage_pct,simple_adjusted_internal,3.5869,6.362181612266637,-2.775281612266637,2.775281612266637,8.0,0.8292682926829268,underperformer,18.6503,18.6503,3.3148999999999997,3.037,Observed minus fitted within in-sample descriptive model; not causal.
QAT,Qatar,Q2,anthropic_usage_pct,simple_adjusted_internal,0.0634,0.005479455221941376,0.05792054477805862,0.05792054477805862,41.0,0.024390243902439025,overperformer,22.1738,22.1738,-0.2086,-0.48650000000000004,Observed minus fitted within in-sample descriptive model; not causal.
AUS,Australia,Q2,anthropic_usage_pct,simple_adjusted_internal,1.5906,0.7069520474246429,0.8836479525753571,0.8836479525753571,19.0,0.5609756097560976,overperformer,20.646600000000003,20.646600000000003,1.3186,1.0407,Observed minus fitted within in-sample descriptive model; not causal.
ISR,Israel,Q2,anthropic_usage_pct,simple_adjusted_internal,0.6871999999999999,5.7648260668422475,-5.077626066842248,5.077626066842248,2.0,0.975609756097561,underperformer,21.55,21.55,0.4151999999999999,0.13729999999999987,Observed minus fitted within in-sample descriptive model; not causal.
BEL,Belgium,Q2,anthropic_usage_pct,simple_adjusted_internal,0.4812,0.3527257308647128,0.1284742691352872,0.1284742691352872,38.0,0.0975609756097561,overperformer,21.756,21.756,0.2092,-0.06870000000000004,Observed minus fitted within in-sample descriptive model; not causal.
CAN,Canada,Q2,anthropic_usage_pct,simple_adjusted_internal,2.5902,0.8778722034061778,1.7123277965938222,1.7123277965938222,11.0,0.7560975609756098,overperformer,19.647000000000002,19.647000000000002,2.3182,2.0403,Observed minus fitted within in-sample descriptive model; not causal.
CHE,Switzerland,Q2,anthropic_usage_pct,simple_adjusted_internal,0.6287,0.19283973910101332,0.4358602608989867,0.4358602608989867,28.0,0.34146341463414637,overperformer,21.608500000000003,21.608500000000003,0.3567,0.07879999999999998,Observed minus fitted within in-sample descriptive model; not causal.
SWE,Sweden,Q2,anthropic_usage_pct,simple_adjusted_internal,0.4884999999999999,0.3994066929863315,0.08909330701366835,0.08909330701366835,39.0,0.07317073170731707,overperformer,21.748700000000003,21.748700000000003,0.21649999999999986,-0.06140000000000018,Observed minus fitted within in-sample descriptive model; not causal.
AUT,Austria,Q2,anthropic_usage_pct,simple_adjusted_internal,0.3455999999999999,0.6800758779975506,-0.33447587799755074,0.33447587799755074,32.0,0.24390243902439024,underperformer,21.8916,21.8916,0.07359999999999989,-0.20430000000000015,Observed minus fitted within in-sample descriptive model; not causal.
KOR,South Korea,Q2,anthropic_usage_pct,simple_adjusted_internal,2.9075,3.8152382105019695,-0.9077382105019693,0.9077382105019693,18.0,0.5853658536585366,underperformer,19.329700000000003,19.329700000000003,2.6355000000000004,2.3576,Observed minus fitted within in-sample descriptive model; not causal.
HUN,Hungary,Q2,anthropic_usage_pct,simple_adjusted_internal,0.1647,0.5875224659870533,-0.42282246598705325,0.42282246598705325,29.0,0.3170731707317073,underperformer,22.0725,22.0725,-0.1073,-0.38520000000000004,Observed minus fitted within in-sample descriptive model; not causal.
DNK,Denmark,Q2,anthropic_usage_pct,simple_adjusted_internal,0.2537,0.050695462311361406,0.20300453768863858,0.20300453768863858,34.0,0.1951219512195122,overperformer,21.983500000000003,21.983500000000003,-0.01830000000000004,-0.2962000000000001,Observed minus fitted within in-sample descriptive model; not causal.
DEU,Germany,Q2,anthropic_usage_pct,simple_adjusted_internal,3.027,0.5579866014100293,2.4690133985899707,2.4690133985899707,9.0,0.8048780487804879,overperformer,19.2102,19.2102,2.755,2.4771,Observed minus fitted within in-sample descriptive model; not causal.
POL,Poland,Q2,anthropic_usage_pct,simple_adjusted_internal,0.931,0.9977384651466924,-0.06673846514669235,0.06673846514669235,40.0,0.04878048780487805,underperformer,21.3062,21.3062,0.659,0.3811,Observed minus fitted within in-sample descriptive model; not causal.
CZE,Czech Republic,Q2,anthropic_usage_pct,simple_adjusted_internal,0.3027,1.0706695347967932,-0.7679695347967932,0.7679695347967932,24.0,0.43902439024390244,underperformer,21.9345,21.9345,0.030700000000000005,-0.24720000000000003,Observed minus fitted within in-sample descriptive model; not causal.
ITA,Italy,Q2,anthropic_usage_pct,simple_adjusted_internal,1.7373,0.8989381486633728,0.8383618513366272,0.8383618513366272,21.0,0.5121951219512195,overperformer,20.4999,20.4999,1.4653,1.1874,Observed minus fitted within in-sample descriptive model; not causal.
BGR,Bulgaria,Q2,anthropic_usage_pct,simple_adjusted_internal,0.1569,1.5046981523600833,-1.3477981523600833,1.3477981523600833,12.0,0.7317073170731707,underperformer,22.0803,22.0803,-0.11510000000000001,-0.393,Observed minus fitted within in-sample descriptive model; not causal.
FIN,Finland,Q2,anthropic_usage_pct,simple_adjusted_internal,0.205,0.5930815849793637,-0.38808158497936374,0.38808158497936374,31.0,0.2682926829268293,underperformer,22.032200000000003,22.032200000000003,-0.06700000000000003,-0.3449000000000001,Observed minus fitted within in-sample descriptive model; not causal.
CRI,Costa Rica,Q2,anthropic_usage_pct,simple_adjusted_internal,0.0772,1.2316969850840893,-1.1544969850840894,1.1544969850840894,14.0,0.6829268292682927,underperformer,22.16,22.16,-0.19480000000000003,-0.47270000000000006,Observed minus fitted within in-sample descriptive model; not causal.
CHL,Chile,Q2,anthropic_usage_pct,simple_adjusted_internal,0.272,-0.8155716787767477,1.0875716787767478,1.0875716787767478,16.0,0.6341463414634146,overperformer,21.965200000000003,21.965200000000003,0.0,-0.27790000000000004,Observed minus fitted within in-sample descriptive model; not causal.
USA,United States,Q2,anthropic_usage_pct,simple_adjusted_internal,22.2372,12.194578651787754,10.042621348212247,10.042621348212247,1.0,1.0,overperformer,0.0,0.0,21.965200000000003,21.6873,Observed minus fitted within in-sample descriptive model; not causal.
IND,India,Q2,anthropic_usage_pct,simple_adjusted_internal,6.1627,2.5546839285783918,3.6080160714216083,3.6080160714216083,6.0,0.8780487804878049,overperformer,16.0745,16.0745,5.8907,5.6128,Observed minus fitted within in-sample descriptive model; not causal.
JPN,Japan,Q2,anthropic_usage_pct,simple_adjusted_internal,2.9128,7.26752098927071,-4.35472098927071,4.35472098927071,4.0,0.926829268292683,underperformer,19.3244,19.3244,2.6407999999999996,2.3629,Observed minus fitted within in-sample descriptive model; not causal.
EST,Estonia,Q2,anthropic_usage_pct,simple_adjusted_internal,0.0741,0.755755540246521,-0.681655540246521,0.681655540246521,25.0,0.4146341463414634,underperformer,22.1631,22.1631,-0.19790000000000002,-0.47580000000000006,Observed minus fitted within in-sample descriptive model; not causal.
ARG,Argentina,Q2,anthropic_usage_pct,simple_adjusted_internal,0.4985,-0.3444804301178801,0.84298043011788,0.84298043011788,20.0,0.5365853658536586,overperformer,21.7387,21.7387,0.22649999999999998,-0.05140000000000006,Observed minus fitted within in-sample descriptive model; not causal.
BRA,Brazil,Q2,anthropic_usage_pct,simple_adjusted_internal,2.5548,-1.5596720560516497,4.11447205605165,4.11447205605165,5.0,0.9024390243902439,overperformer,19.6824,19.6824,2.2828,2.0049,Observed minus fitted within in-sample descriptive model; not causal.
COL,Colombia,Q2,anthropic_usage_pct,simple_adjusted_internal,0.6908,0.5504861285054755,0.14031387149452446,0.14031387149452446,37.0,0.12195121951219512,overperformer,21.546400000000002,21.546400000000002,0.41879999999999995,0.14089999999999991,Observed minus fitted within in-sample descriptive model; not causal.
MEX,Mexico,Q2,anthropic_usage_pct,simple_adjusted_internal,0.9757,1.571333384341212,-0.595633384341212,0.595633384341212,26.0,0.3902439024390244,underperformer,21.2615,21.2615,0.7037,0.42579999999999996,Observed minus fitted within in-sample descriptive model; not causal.
PER,Peru,Q2,anthropic_usage_pct,simple_adjusted_internal,0.3354,3.5299647998649166,-3.1945647998649167,3.1945647998649167,7.0,0.8536585365853658,underperformer,21.9018,21.9018,0.06339999999999996,-0.21450000000000008,Observed minus fitted within in-sample descriptive model; not causal.
URY,Uruguay,Q2,anthropic_usage_pct,simple_adjusted_internal,0.0593,0.8276756603577139,-0.7683756603577139,0.7683756603577139,23.0,0.4634146341463415,underperformer,22.1779,22.1779,-0.21270000000000003,-0.49060000000000004,Observed minus fitted within in-sample descriptive model; not causal.
GRC,Greece,Q2,anthropic_usage_pct,simple_adjusted_internal,0.2108,1.1928215061734224,-0.9820215061734224,0.9820215061734224,17.0,0.6097560975609756,underperformer,22.026400000000002,22.026400000000002,-0.06120000000000003,-0.33910000000000007,Observed minus fitted within in-sample descriptive model; not causal.
ROU,Romania,Q2,anthropic_usage_pct,simple_adjusted_internal,0.3833,0.7773579723407797,-0.39405797234077977,0.39405797234077977,30.0,0.2926829268292683,underperformer,21.853900000000003,21.853900000000003,0.11129999999999995,-0.16660000000000008,Observed minus fitted within in-sample descriptive model; not causal.
HRV,Croatia,Q2,anthropic_usage_pct,simple_adjusted_internal,0.1084,1.4055528672287427,-1.2971528672287427,1.2971528672287427,13.0,0.7073170731707317,underperformer,22.128800000000002,22.128800000000002,-0.16360000000000002,-0.44150000000000006,Observed minus fitted within in-sample descriptive model; not causal.
ARE,United Arab Emirates,Q2,oxford_public_sector_adoption,simple_adjusted_internal,97.27,78.87902435589976,18.390975644100237,18.390975644100237,5.0,0.9047619047619048,overperformer,2.3599999999999994,2.3599999999999994,26.50999999999999,4.769999999999996,Observed minus fitted within in-sample descriptive model; not causal.
SGP,Singapore,Q2,oxford_public_sector_adoption,simple_adjusted_internal,92.5,85.52584617559732,6.974153824402677,6.974153824402677,23.0,0.47619047619047616,overperformer,7.1299999999999955,7.1299999999999955,21.739999999999995,0.0,Observed minus fitted within in-sample descriptive model; not causal.
