HOJA_DESTINO,COLUMNA_DESTINO,METRIC,YEAR,NUM,ARCHIVO_ORIGEN,HOJA_ORIGEN,COLUMNA_ORIGEN,TRANSFORMACION,AUDITABLE
MATRIZ_GII,OUT_6_2_3_SCORE_2022,SCORE,2022,OUT.6.2.3,wipo-pub-2000-2022-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2022-tech1.xlsx → Data → ISO3 + NUM=OUT.6.2.3 + SCORE
MATRIZ_GII,OUT_6_2_3_SCORE_2023,SCORE,2023,OUT.6.2.3,wipo-pub-2000-2023-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2023-tech1.xlsx → Data → ISO3 + NUM=OUT.6.2.3 + SCORE
MATRIZ_GII,OUT_6_2_3_SCORE_2024,SCORE,2024,OUT.6.2.3,wipo-pub-2000-2024-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2024-tech1.xlsx → Data → ISO3 + NUM=OUT.6.2.3 + SCORE
MATRIZ_GII,OUT_6_2_3_SCORE_2025,SCORE,2025,OUT.6.2.3,wipo-pub-2000-2025-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2025-tech1.xlsx → Data → ISO3 + NUM=OUT.6.2.3 + SCORE
MATRIZ_GII,OUT_6_2_4_SCORE_2022,SCORE,2022,OUT.6.2.4,wipo-pub-2000-2022-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2022-tech1.xlsx → Data → ISO3 + NUM=OUT.6.2.4 + SCORE
MATRIZ_GII,OUT_6_2_4_SCORE_2023,SCORE,2023,OUT.6.2.4,wipo-pub-2000-2023-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2023-tech1.xlsx → Data → ISO3 + NUM=OUT.6.2.4 + SCORE
MATRIZ_GII,OUT_6_2_4_SCORE_2024,SCORE,2024,OUT.6.2.4,wipo-pub-2000-2024-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2024-tech1.xlsx → Data → ISO3 + NUM=OUT.6.2.4 + SCORE
MATRIZ_GII,OUT_6_2_4_SCORE_2025,SCORE,2025,OUT.6.2.4,wipo-pub-2000-2025-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2025-tech1.xlsx → Data → ISO3 + NUM=OUT.6.2.4 + SCORE
MATRIZ_GII,OUT_6_2_5_SCORE_2022,SCORE,2022,OUT.6.2.5,wipo-pub-2000-2022-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2022-tech1.xlsx → Data → ISO3 + NUM=OUT.6.2.5 + SCORE
MATRIZ_GII,OUT_6_2_SCORE_2022,SCORE,2022,OUT.6.2,wipo-pub-2000-2022-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2022-tech1.xlsx → Data → ISO3 + NUM=OUT.6.2 + SCORE
MATRIZ_GII,OUT_6_2_SCORE_2023,SCORE,2023,OUT.6.2,wipo-pub-2000-2023-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2023-tech1.xlsx → Data → ISO3 + NUM=OUT.6.2 + SCORE
MATRIZ_GII,OUT_6_2_SCORE_2024,SCORE,2024,OUT.6.2,wipo-pub-2000-2024-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2024-tech1.xlsx → Data → ISO3 + NUM=OUT.6.2 + SCORE
MATRIZ_GII,OUT_6_2_SCORE_2025,SCORE,2025,OUT.6.2,wipo-pub-2000-2025-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2025-tech1.xlsx → Data → ISO3 + NUM=OUT.6.2 + SCORE
MATRIZ_GII,OUT_6_3_1_SCORE_2022,SCORE,2022,OUT.6.3.1,wipo-pub-2000-2022-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2022-tech1.xlsx → Data → ISO3 + NUM=OUT.6.3.1 + SCORE
MATRIZ_GII,OUT_6_3_1_SCORE_2023,SCORE,2023,OUT.6.3.1,wipo-pub-2000-2023-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2023-tech1.xlsx → Data → ISO3 + NUM=OUT.6.3.1 + SCORE
MATRIZ_GII,OUT_6_3_1_SCORE_2024,SCORE,2024,OUT.6.3.1,wipo-pub-2000-2024-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2024-tech1.xlsx → Data → ISO3 + NUM=OUT.6.3.1 + SCORE
MATRIZ_GII,OUT_6_3_1_SCORE_2025,SCORE,2025,OUT.6.3.1,wipo-pub-2000-2025-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2025-tech1.xlsx → Data → ISO3 + NUM=OUT.6.3.1 + SCORE
MATRIZ_GII,OUT_6_3_2_SCORE_2022,SCORE,2022,OUT.6.3.2,wipo-pub-2000-2022-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2022-tech1.xlsx → Data → ISO3 + NUM=OUT.6.3.2 + SCORE
MATRIZ_GII,OUT_6_3_2_SCORE_2023,SCORE,2023,OUT.6.3.2,wipo-pub-2000-2023-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2023-tech1.xlsx → Data → ISO3 + NUM=OUT.6.3.2 + SCORE
MATRIZ_GII,OUT_6_3_2_SCORE_2024,SCORE,2024,OUT.6.3.2,wipo-pub-2000-2024-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2024-tech1.xlsx → Data → ISO3 + NUM=OUT.6.3.2 + SCORE
MATRIZ_GII,OUT_6_3_2_SCORE_2025,SCORE,2025,OUT.6.3.2,wipo-pub-2000-2025-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2025-tech1.xlsx → Data → ISO3 + NUM=OUT.6.3.2 + SCORE
MATRIZ_GII,OUT_6_3_3_SCORE_2022,SCORE,2022,OUT.6.3.3,wipo-pub-2000-2022-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2022-tech1.xlsx → Data → ISO3 + NUM=OUT.6.3.3 + SCORE
MATRIZ_GII,OUT_6_3_3_SCORE_2023,SCORE,2023,OUT.6.3.3,wipo-pub-2000-2023-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2023-tech1.xlsx → Data → ISO3 + NUM=OUT.6.3.3 + SCORE
MATRIZ_GII,OUT_6_3_3_SCORE_2024,SCORE,2024,OUT.6.3.3,wipo-pub-2000-2024-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2024-tech1.xlsx → Data → ISO3 + NUM=OUT.6.3.3 + SCORE
MATRIZ_GII,OUT_6_3_3_SCORE_2025,SCORE,2025,OUT.6.3.3,wipo-pub-2000-2025-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2025-tech1.xlsx → Data → ISO3 + NUM=OUT.6.3.3 + SCORE
MATRIZ_GII,OUT_6_3_4_SCORE_2022,SCORE,2022,OUT.6.3.4,wipo-pub-2000-2022-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2022-tech1.xlsx → Data → ISO3 + NUM=OUT.6.3.4 + SCORE
MATRIZ_GII,OUT_6_3_4_SCORE_2023,SCORE,2023,OUT.6.3.4,wipo-pub-2000-2023-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2023-tech1.xlsx → Data → ISO3 + NUM=OUT.6.3.4 + SCORE
MATRIZ_GII,OUT_6_3_4_SCORE_2024,SCORE,2024,OUT.6.3.4,wipo-pub-2000-2024-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2024-tech1.xlsx → Data → ISO3 + NUM=OUT.6.3.4 + SCORE
MATRIZ_GII,OUT_6_3_4_SCORE_2025,SCORE,2025,OUT.6.3.4,wipo-pub-2000-2025-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2025-tech1.xlsx → Data → ISO3 + NUM=OUT.6.3.4 + SCORE
MATRIZ_GII,OUT_6_3_5_SCORE_2023,SCORE,2023,OUT.6.3.5,wipo-pub-2000-2023-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2023-tech1.xlsx → Data → ISO3 + NUM=OUT.6.3.5 + SCORE
MATRIZ_GII,OUT_6_3_5_SCORE_2024,SCORE,2024,OUT.6.3.5,wipo-pub-2000-2024-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2024-tech1.xlsx → Data → ISO3 + NUM=OUT.6.3.5 + SCORE
MATRIZ_GII,OUT_6_3_5_SCORE_2025,SCORE,2025,OUT.6.3.5,wipo-pub-2000-2025-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2025-tech1.xlsx → Data → ISO3 + NUM=OUT.6.3.5 + SCORE
MATRIZ_GII,OUT_6_3_SCORE_2022,SCORE,2022,OUT.6.3,wipo-pub-2000-2022-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2022-tech1.xlsx → Data → ISO3 + NUM=OUT.6.3 + SCORE
MATRIZ_GII,OUT_6_3_SCORE_2023,SCORE,2023,OUT.6.3,wipo-pub-2000-2023-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2023-tech1.xlsx → Data → ISO3 + NUM=OUT.6.3 + SCORE
MATRIZ_GII,OUT_6_3_SCORE_2024,SCORE,2024,OUT.6.3,wipo-pub-2000-2024-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2024-tech1.xlsx → Data → ISO3 + NUM=OUT.6.3 + SCORE
MATRIZ_GII,OUT_6_3_SCORE_2025,SCORE,2025,OUT.6.3,wipo-pub-2000-2025-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2025-tech1.xlsx → Data → ISO3 + NUM=OUT.6.3 + SCORE
MATRIZ_GII,OUT_6_SCORE_2022,SCORE,2022,OUT.6,wipo-pub-2000-2022-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2022-tech1.xlsx → Data → ISO3 + NUM=OUT.6 + SCORE
MATRIZ_GII,OUT_6_SCORE_2023,SCORE,2023,OUT.6,wipo-pub-2000-2023-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2023-tech1.xlsx → Data → ISO3 + NUM=OUT.6 + SCORE
MATRIZ_GII,OUT_6_SCORE_2024,SCORE,2024,OUT.6,wipo-pub-2000-2024-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2024-tech1.xlsx → Data → ISO3 + NUM=OUT.6 + SCORE
MATRIZ_GII,OUT_6_SCORE_2025,SCORE,2025,OUT.6,wipo-pub-2000-2025-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2025-tech1.xlsx → Data → ISO3 + NUM=OUT.6 + SCORE
MATRIZ_GII,OUT_7_1_1_SCORE_2022,SCORE,2022,OUT.7.1.1,wipo-pub-2000-2022-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2022-tech1.xlsx → Data → ISO3 + NUM=OUT.7.1.1 + SCORE
MATRIZ_GII,OUT_7_1_1_SCORE_2023,SCORE,2023,OUT.7.1.1,wipo-pub-2000-2023-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2023-tech1.xlsx → Data → ISO3 + NUM=OUT.7.1.1 + SCORE
MATRIZ_GII,OUT_7_1_1_SCORE_2024,SCORE,2024,OUT.7.1.1,wipo-pub-2000-2024-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2024-tech1.xlsx → Data → ISO3 + NUM=OUT.7.1.1 + SCORE
MATRIZ_GII,OUT_7_1_1_SCORE_2025,SCORE,2025,OUT.7.1.1,wipo-pub-2000-2025-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2025-tech1.xlsx → Data → ISO3 + NUM=OUT.7.1.1 + SCORE
MATRIZ_GII,OUT_7_1_2_SCORE_2022,SCORE,2022,OUT.7.1.2,wipo-pub-2000-2022-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2022-tech1.xlsx → Data → ISO3 + NUM=OUT.7.1.2 + SCORE
MATRIZ_GII,OUT_7_1_2_SCORE_2023,SCORE,2023,OUT.7.1.2,wipo-pub-2000-2023-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2023-tech1.xlsx → Data → ISO3 + NUM=OUT.7.1.2 + SCORE
MATRIZ_GII,OUT_7_1_2_SCORE_2024,SCORE,2024,OUT.7.1.2,wipo-pub-2000-2024-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2024-tech1.xlsx → Data → ISO3 + NUM=OUT.7.1.2 + SCORE
MATRIZ_GII,OUT_7_1_2_SCORE_2025,SCORE,2025,OUT.7.1.2,wipo-pub-2000-2025-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2025-tech1.xlsx → Data → ISO3 + NUM=OUT.7.1.2 + SCORE
MATRIZ_GII,OUT_7_1_3_SCORE_2022,SCORE,2022,OUT.7.1.3,wipo-pub-2000-2022-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2022-tech1.xlsx → Data → ISO3 + NUM=OUT.7.1.3 + SCORE
MATRIZ_GII,OUT_7_1_3_SCORE_2023,SCORE,2023,OUT.7.1.3,wipo-pub-2000-2023-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2023-tech1.xlsx → Data → ISO3 + NUM=OUT.7.1.3 + SCORE
MATRIZ_GII,OUT_7_1_3_SCORE_2024,SCORE,2024,OUT.7.1.3,wipo-pub-2000-2024-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2024-tech1.xlsx → Data → ISO3 + NUM=OUT.7.1.3 + SCORE
MATRIZ_GII,OUT_7_1_3_SCORE_2025,SCORE,2025,OUT.7.1.3,wipo-pub-2000-2025-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2025-tech1.xlsx → Data → ISO3 + NUM=OUT.7.1.3 + SCORE
MATRIZ_GII,OUT_7_1_4_SCORE_2022,SCORE,2022,OUT.7.1.4,wipo-pub-2000-2022-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2022-tech1.xlsx → Data → ISO3 + NUM=OUT.7.1.4 + SCORE
MATRIZ_GII,OUT_7_1_4_SCORE_2023,SCORE,2023,OUT.7.1.4,wipo-pub-2000-2023-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2023-tech1.xlsx → Data → ISO3 + NUM=OUT.7.1.4 + SCORE
MATRIZ_GII,OUT_7_1_4_SCORE_2024,SCORE,2024,OUT.7.1.4,wipo-pub-2000-2024-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2024-tech1.xlsx → Data → ISO3 + NUM=OUT.7.1.4 + SCORE
MATRIZ_GII,OUT_7_1_4_SCORE_2025,SCORE,2025,OUT.7.1.4,wipo-pub-2000-2025-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2025-tech1.xlsx → Data → ISO3 + NUM=OUT.7.1.4 + SCORE
MATRIZ_GII,OUT_7_1_SCORE_2022,SCORE,2022,OUT.7.1,wipo-pub-2000-2022-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2022-tech1.xlsx → Data → ISO3 + NUM=OUT.7.1 + SCORE
MATRIZ_GII,OUT_7_1_SCORE_2023,SCORE,2023,OUT.7.1,wipo-pub-2000-2023-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2023-tech1.xlsx → Data → ISO3 + NUM=OUT.7.1 + SCORE
MATRIZ_GII,OUT_7_1_SCORE_2024,SCORE,2024,OUT.7.1,wipo-pub-2000-2024-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2024-tech1.xlsx → Data → ISO3 + NUM=OUT.7.1 + SCORE
MATRIZ_GII,OUT_7_1_SCORE_2025,SCORE,2025,OUT.7.1,wipo-pub-2000-2025-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2025-tech1.xlsx → Data → ISO3 + NUM=OUT.7.1 + SCORE
MATRIZ_GII,OUT_7_2_1_SCORE_2022,SCORE,2022,OUT.7.2.1,wipo-pub-2000-2022-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2022-tech1.xlsx → Data → ISO3 + NUM=OUT.7.2.1 + SCORE
MATRIZ_GII,OUT_7_2_1_SCORE_2023,SCORE,2023,OUT.7.2.1,wipo-pub-2000-2023-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2023-tech1.xlsx → Data → ISO3 + NUM=OUT.7.2.1 + SCORE
MATRIZ_GII,OUT_7_2_1_SCORE_2024,SCORE,2024,OUT.7.2.1,wipo-pub-2000-2024-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2024-tech1.xlsx → Data → ISO3 + NUM=OUT.7.2.1 + SCORE
MATRIZ_GII,OUT_7_2_1_SCORE_2025,SCORE,2025,OUT.7.2.1,wipo-pub-2000-2025-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2025-tech1.xlsx → Data → ISO3 + NUM=OUT.7.2.1 + SCORE
MATRIZ_GII,OUT_7_2_2_SCORE_2022,SCORE,2022,OUT.7.2.2,wipo-pub-2000-2022-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2022-tech1.xlsx → Data → ISO3 + NUM=OUT.7.2.2 + SCORE
MATRIZ_GII,OUT_7_2_2_SCORE_2023,SCORE,2023,OUT.7.2.2,wipo-pub-2000-2023-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2023-tech1.xlsx → Data → ISO3 + NUM=OUT.7.2.2 + SCORE
MATRIZ_GII,OUT_7_2_2_SCORE_2024,SCORE,2024,OUT.7.2.2,wipo-pub-2000-2024-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2024-tech1.xlsx → Data → ISO3 + NUM=OUT.7.2.2 + SCORE
MATRIZ_GII,OUT_7_2_2_SCORE_2025,SCORE,2025,OUT.7.2.2,wipo-pub-2000-2025-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2025-tech1.xlsx → Data → ISO3 + NUM=OUT.7.2.2 + SCORE
MATRIZ_GII,OUT_7_2_3_SCORE_2022,SCORE,2022,OUT.7.2.3,wipo-pub-2000-2022-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2022-tech1.xlsx → Data → ISO3 + NUM=OUT.7.2.3 + SCORE
MATRIZ_GII,OUT_7_2_3_SCORE_2023,SCORE,2023,OUT.7.2.3,wipo-pub-2000-2023-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2023-tech1.xlsx → Data → ISO3 + NUM=OUT.7.2.3 + SCORE
MATRIZ_GII,OUT_7_2_3_SCORE_2024,SCORE,2024,OUT.7.2.3,wipo-pub-2000-2024-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2024-tech1.xlsx → Data → ISO3 + NUM=OUT.7.2.3 + SCORE
MATRIZ_GII,OUT_7_2_3_SCORE_2025,SCORE,2025,OUT.7.2.3,wipo-pub-2000-2025-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2025-tech1.xlsx → Data → ISO3 + NUM=OUT.7.2.3 + SCORE
MATRIZ_GII,OUT_7_2_4_SCORE_2022,SCORE,2022,OUT.7.2.4,wipo-pub-2000-2022-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2022-tech1.xlsx → Data → ISO3 + NUM=OUT.7.2.4 + SCORE
MATRIZ_GII,OUT_7_2_4_SCORE_2023,SCORE,2023,OUT.7.2.4,wipo-pub-2000-2023-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2023-tech1.xlsx → Data → ISO3 + NUM=OUT.7.2.4 + SCORE
MATRIZ_GII,OUT_7_2_4_SCORE_2024,SCORE,2024,OUT.7.2.4,wipo-pub-2000-2024-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2024-tech1.xlsx → Data → ISO3 + NUM=OUT.7.2.4 + SCORE
MATRIZ_GII,OUT_7_2_4_SCORE_2025,SCORE,2025,OUT.7.2.4,wipo-pub-2000-2025-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2025-tech1.xlsx → Data → ISO3 + NUM=OUT.7.2.4 + SCORE
MATRIZ_GII,OUT_7_2_5_SCORE_2022,SCORE,2022,OUT.7.2.5,wipo-pub-2000-2022-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2022-tech1.xlsx → Data → ISO3 + NUM=OUT.7.2.5 + SCORE
MATRIZ_GII,OUT_7_2_SCORE_2022,SCORE,2022,OUT.7.2,wipo-pub-2000-2022-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2022-tech1.xlsx → Data → ISO3 + NUM=OUT.7.2 + SCORE
MATRIZ_GII,OUT_7_2_SCORE_2023,SCORE,2023,OUT.7.2,wipo-pub-2000-2023-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2023-tech1.xlsx → Data → ISO3 + NUM=OUT.7.2 + SCORE
MATRIZ_GII,OUT_7_2_SCORE_2024,SCORE,2024,OUT.7.2,wipo-pub-2000-2024-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2024-tech1.xlsx → Data → ISO3 + NUM=OUT.7.2 + SCORE
MATRIZ_GII,OUT_7_2_SCORE_2025,SCORE,2025,OUT.7.2,wipo-pub-2000-2025-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2025-tech1.xlsx → Data → ISO3 + NUM=OUT.7.2 + SCORE
MATRIZ_GII,OUT_7_3_1_SCORE_2022,SCORE,2022,OUT.7.3.1,wipo-pub-2000-2022-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2022-tech1.xlsx → Data → ISO3 + NUM=OUT.7.3.1 + SCORE
MATRIZ_GII,OUT_7_3_1_SCORE_2023,SCORE,2023,OUT.7.3.1,wipo-pub-2000-2023-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2023-tech1.xlsx → Data → ISO3 + NUM=OUT.7.3.1 + SCORE
MATRIZ_GII,OUT_7_3_1_SCORE_2024,SCORE,2024,OUT.7.3.1,wipo-pub-2000-2024-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2024-tech1.xlsx → Data → ISO3 + NUM=OUT.7.3.1 + SCORE
MATRIZ_GII,OUT_7_3_1_SCORE_2025,SCORE,2025,OUT.7.3.1,wipo-pub-2000-2025-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2025-tech1.xlsx → Data → ISO3 + NUM=OUT.7.3.1 + SCORE
MATRIZ_GII,OUT_7_3_2_SCORE_2022,SCORE,2022,OUT.7.3.2,wipo-pub-2000-2022-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2022-tech1.xlsx → Data → ISO3 + NUM=OUT.7.3.2 + SCORE
MATRIZ_GII,OUT_7_3_2_SCORE_2023,SCORE,2023,OUT.7.3.2,wipo-pub-2000-2023-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2023-tech1.xlsx → Data → ISO3 + NUM=OUT.7.3.2 + SCORE
MATRIZ_GII,OUT_7_3_2_SCORE_2024,SCORE,2024,OUT.7.3.2,wipo-pub-2000-2024-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2024-tech1.xlsx → Data → ISO3 + NUM=OUT.7.3.2 + SCORE
MATRIZ_GII,OUT_7_3_2_SCORE_2025,SCORE,2025,OUT.7.3.2,wipo-pub-2000-2025-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2025-tech1.xlsx → Data → ISO3 + NUM=OUT.7.3.2 + SCORE
MATRIZ_GII,OUT_7_3_3_SCORE_2022,SCORE,2022,OUT.7.3.3,wipo-pub-2000-2022-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2022-tech1.xlsx → Data → ISO3 + NUM=OUT.7.3.3 + SCORE
MATRIZ_GII,OUT_7_3_3_SCORE_2023,SCORE,2023,OUT.7.3.3,wipo-pub-2000-2023-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2023-tech1.xlsx → Data → ISO3 + NUM=OUT.7.3.3 + SCORE
MATRIZ_GII,OUT_7_3_3_SCORE_2024,SCORE,2024,OUT.7.3.3,wipo-pub-2000-2024-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2024-tech1.xlsx → Data → ISO3 + NUM=OUT.7.3.3 + SCORE
MATRIZ_GII,OUT_7_3_3_SCORE_2025,SCORE,2025,OUT.7.3.3,wipo-pub-2000-2025-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2025-tech1.xlsx → Data → ISO3 + NUM=OUT.7.3.3 + SCORE
MATRIZ_GII,OUT_7_3_4_SCORE_2022,SCORE,2022,OUT.7.3.4,wipo-pub-2000-2022-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2022-tech1.xlsx → Data → ISO3 + NUM=OUT.7.3.4 + SCORE
MATRIZ_GII,OUT_7_3_4_SCORE_2023,SCORE,2023,OUT.7.3.4,wipo-pub-2000-2023-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2023-tech1.xlsx → Data → ISO3 + NUM=OUT.7.3.4 + SCORE
MATRIZ_GII,OUT_7_3_SCORE_2022,SCORE,2022,OUT.7.3,wipo-pub-2000-2022-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2022-tech1.xlsx → Data → ISO3 + NUM=OUT.7.3 + SCORE
MATRIZ_GII,OUT_7_3_SCORE_2023,SCORE,2023,OUT.7.3,wipo-pub-2000-2023-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2023-tech1.xlsx → Data → ISO3 + NUM=OUT.7.3 + SCORE
MATRIZ_GII,OUT_7_3_SCORE_2024,SCORE,2024,OUT.7.3,wipo-pub-2000-2024-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2024-tech1.xlsx → Data → ISO3 + NUM=OUT.7.3 + SCORE
MATRIZ_GII,OUT_7_3_SCORE_2025,SCORE,2025,OUT.7.3,wipo-pub-2000-2025-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2025-tech1.xlsx → Data → ISO3 + NUM=OUT.7.3 + SCORE
MATRIZ_GII,OUT_7_SCORE_2022,SCORE,2022,OUT.7,wipo-pub-2000-2022-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2022-tech1.xlsx → Data → ISO3 + NUM=OUT.7 + SCORE
MATRIZ_GII,OUT_7_SCORE_2023,SCORE,2023,OUT.7,wipo-pub-2000-2023-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2023-tech1.xlsx → Data → ISO3 + NUM=OUT.7 + SCORE
MATRIZ_GII,OUT_7_SCORE_2024,SCORE,2024,OUT.7,wipo-pub-2000-2024-tech1.xlsx,Data,SCORE,Copia directa,Buscar en wipo-pub-2000-2024-tech1.xlsx → Data → ISO3 + NUM=OUT.7 + SCORE
