block_a,block_b,var_a,var_b,rho_spearman,pvalue_raw,pvalue_fdr,pvalue_holm,significance,n_pairs
tech_infrastructure_control,ecosystem_outcome,wipo_in_score,oxford_policy_capacity,0.7002,0.0,0.0,0.0,survives_fdr_and_holm,140
tech_infrastructure_control,ecosystem_outcome,wipo_c_eccomplexity_score,oxford_ind_ict_skills,0.7002,0.0,0.0,0.0,survives_fdr_and_holm,116
tech_infrastructure_control,ecosystem_outcome,wipo_restalbus_score,oxford_ind_online_services,0.7002,0.0,0.0,0.0,survives_fdr_and_holm,86
tech_infrastructure_control,ecosystem_outcome,wipo_sp52_score,oxford_governance_ethics,0.7001,0.0,0.0,0.0,survives_fdr_and_holm,131
tech_infrastructure_control,ecosystem_outcome,wipo_in_3_2_1_score,wipo_out_6_1_2_score,0.7,0.0,0.0,0.0,survives_fdr_and_holm,120
tech_infrastructure_control,ecosystem_outcome,wipo_isoenv_score,oxford_ind_telecom_infrastructure,0.7,0.0,0.0,0.0,survives_fdr_and_holm,131
institutional_control,ecosystem_outcome,wb_regulatory_quality,wipo_out_7_2_score,0.7,0.0,0.0,0.0,survives_fdr_and_holm,141
tech_infrastructure_control,ecosystem_outcome,wipo_govolserv_score,oxford_policy_capacity,0.7,0.0,0.0,0.0,survives_fdr_and_holm,131
tech_infrastructure_control,ecosystem_outcome,wipo_in_5_2_score,oxford_policy_vision,0.7,0.0,0.0,0.0,survives_fdr_and_holm,140
tech_infrastructure_control,ecosystem_outcome,wipo_in_2_3_score,oxford_ind_govt_promotion_emerging_tech,0.7,0.0,0.0,0.0,survives_fdr_and_holm,137
tech_infrastructure_control,ecosystem_outcome,wipo_c_htexphkg_score,oxford_data_infrastructure,0.7,0.0,0.0,0.0,survives_fdr_and_holm,130
tech_infrastructure_control,ecosystem_outcome,wipo_c_eccomplexity_score,oxford_ind_online_services,0.6999,0.0,0.0,0.0,survives_fdr_and_holm,121
institutional_control,ecosystem_outcome,wb_regulatory_quality,wipo_out_6_3_2_score,0.6999,0.0,0.0,0.0,survives_fdr_and_holm,130
tech_infrastructure_control,ecosystem_outcome,wipo_in_1_score,oxford_enabling_technical_infrastructure,0.6999,0.0,0.0,0.0,survives_fdr_and_holm,140
tech_infrastructure_control,ecosystem_outcome,wipo_compsoftspend_score,wipo_gii_score,0.6998,0.0,0.0,0.0,survives_fdr_and_holm,125
regulatory_treatment,tech_infrastructure_control,stanford_fig_3_7_1_fig_3_7_1_bias_and_unfair_discrimination,wipo_in_5_1_4_score,0.6998,0.0,0.0,0.0,survives_fdr_and_holm,90
tech_infrastructure_control,ecosystem_outcome,wipo_sp31_score,wipo_out_7_3_3_score,0.6998,0.0,0.0,0.0,survives_fdr_and_holm,131
tech_infrastructure_control,ecosystem_outcome,oecd_2_indigo_oecd_indigo_score,oxford_governance_2025,0.6998,0.0,0.0,0.0,survives_fdr_and_holm,189
tech_infrastructure_control,ecosystem_outcome,wipo_sp33_score,oxford_infrastructure,0.6997,0.0,0.0,0.0,survives_fdr_and_holm,131
tech_infrastructure_control,ecosystem_outcome,wipo_in_3_score,oxford_human_capital,0.6997,0.0,0.0,0.0,survives_fdr_and_holm,140
tech_infrastructure_control,ecosystem_outcome,wipo_resppop_score,oxford_compute_capacity,0.6997,0.0,0.0,0.0,survives_fdr_and_holm,107
tech_infrastructure_control,ecosystem_outcome,wipo_in_3_1_1_score,oxford_ind_rd_spending_log,0.6997,0.0,0.0,0.0,survives_fdr_and_holm,139
regulatory_treatment,ecosystem_outcome,stanford_fig_3_4_5_fig_3_4_5_number_of_rai_submissions,wipo_gii_score,0.6997,0.0,0.0,0.0,survives_fdr_and_holm,81
tech_infrastructure_control,ecosystem_outcome,wipo_in_5_1_4_score,oxford_compute_capacity,0.6996,0.0,0.0,0.0,survives_fdr_and_holm,105
tech_infrastructure_control,ecosystem_outcome,oecd_2_indigo_oecd_indigo_score,oxford_total_score,0.6996,0.0,0.0,0.0,survives_fdr_and_holm,189
regulatory_treatment,tech_infrastructure_control,stanford_fig_3_7_1_fig_3_7_1_bias_and_unfair_discrimination,wipo_in_2_3_2_score,0.6995,0.0,0.0,0.0,survives_fdr_and_holm,99
tech_infrastructure_control,ecosystem_outcome,wipo_in_2_3_score,oxford_ind_broadband_quality,0.6995,0.0,0.0,0.0,survives_fdr_and_holm,137
tech_infrastructure_control,ecosystem_outcome,wipo_in_2_3_4_score,oxford_ind_ict_trade_goods_log,0.6995,0.0,0.0,0.0,survives_fdr_and_holm,140
tech_infrastructure_control,ecosystem_outcome,wipo_restalbus_score,wipo_out_6_3_1_score,0.6995,0.0,0.0,0.0,survives_fdr_and_holm,87
tech_infrastructure_control,ecosystem_outcome,wipo_gerdfinbus_score,oxford_compute_capacity,0.6995,0.0,0.0,0.0,survives_fdr_and_holm,102
tech_infrastructure_control,ecosystem_outcome,wipo_sp21_score,wipo_wikiedit_score,0.6994,0.0,0.0,0.0,survives_fdr_and_holm,130
tech_infrastructure_control,ecosystem_outcome,wipo_rdcompexp_score,wipo_out_7_1_score,0.6994,0.0,0.0,0.0,survives_fdr_and_holm,132
tech_infrastructure_control,ecosystem_outcome,wipo_in_4_score,oxford_ind_cost_internet_device,0.6994,0.0,0.0,0.0,survives_fdr_and_holm,139
tech_infrastructure_control,ecosystem_outcome,wipo_unirescoll_score,wipo_out_7_1_3_score,0.6994,0.0,0.0,0.0,survives_fdr_and_holm,116
tech_infrastructure_control,ecosystem_outcome,wipo_in_5_2_4_score,oxford_ind_govt_promotion_emerging_tech,0.6993,0.0,0.0,0.0,survives_fdr_and_holm,136
tech_infrastructure_control,ecosystem_outcome,wipo_sp13_score,wipo_patfam_score,0.6993,0.0,0.0,0.0,survives_fdr_and_holm,127
socioeconomic_control,ecosystem_outcome,wb_researchers_rd_per_million,wipo_out_6_3_score,0.6993,0.0,0.0,0.0,survives_fdr_and_holm,103
tech_infrastructure_control,ecosystem_outcome,wb_fixed_broadband_per100,wipo_out_7_2_score,0.6993,0.0,0.0,0.0,survives_fdr_and_holm,141
tech_infrastructure_control,ecosystem_outcome,wipo_in_2_1_4_score,oxford_innovation_capacity,0.6992,0.0,0.0,0.0,survives_fdr_and_holm,85
socioeconomic_control,ecosystem_outcome,anthropic_gdp_total,oxford_enabling_technical_infrastructure,0.6992,0.0,0.0,0.0,survives_fdr_and_holm,171
socioeconomic_control,ecosystem_outcome,wipo_rdexp_score,oxford_ind_ict_trade_goods_log,0.6992,0.0,0.0,0.0,survives_fdr_and_holm,115
regulatory_treatment,tech_infrastructure_control,stanford_fig_3_4_5_fig_3_4_5_number_of_rai_submissions,wb_patent_applications_residents,0.6991,0.0,0.0,0.0,survives_fdr_and_holm,77
socioeconomic_control,ecosystem_outcome,wipo_pisa_score,wipo_out_7_3_1_score,0.6991,0.0,0.0,0.0,survives_fdr_and_holm,79
tech_infrastructure_control,ecosystem_outcome,wipo_sp62_score,oxford_ind_statistical_capacity,0.6991,0.0,0.0,0.0,survives_fdr_and_holm,131
tech_infrastructure_control,ecosystem_outcome,wipo_cctld_score,oxford_ind_rd_spending_log,0.6991,0.0,0.0,0.0,survives_fdr_and_holm,131
tech_infrastructure_control,ecosystem_outcome,wipo_in_5_3_5_score,oxford_societal_transition,0.699,0.0,0.0,0.0,survives_fdr_and_holm,89
tech_infrastructure_control,ecosystem_outcome,wipo_in_4_2_2_score,wipo_pctpatorig_score,0.699,0.0,0.0,0.0,survives_fdr_and_holm,111
tech_infrastructure_control,ecosystem_outcome,wipo_sp23_score,oxford_ind_regulatory_quality,0.699,0.0,0.0,0.0,survives_fdr_and_holm,131
tech_infrastructure_control,ecosystem_outcome,wipo_in_2_3_2_score,oxford_human_capital,0.699,0.0,0.0,0.0,survives_fdr_and_holm,120
socioeconomic_control,ecosystem_outcome,wb_gdp_current_usd,oxford_ind_online_services,0.699,0.0,0.0,0.0,survives_fdr_and_holm,189
tech_infrastructure_control,ecosystem_outcome,wipo_envperf_score,wipo_patorig_score,0.699,0.0,0.0,0.0,survives_fdr_and_holm,129
tech_infrastructure_control,ecosystem_outcome,wipo_in_3_1_1_score,oxford_ind_cybersecurity,0.699,0.0,0.0,0.0,survives_fdr_and_holm,139
tech_infrastructure_control,ecosystem_outcome,wipo_schlifeexp_score,wipo_out_6_3_1_score,0.6989,0.0,0.0,0.0,survives_fdr_and_holm,119
tech_infrastructure_control,ecosystem_outcome,wipo_in_3_1_1_score,oxford_ind_statistical_capacity,0.6989,0.0,0.0,0.0,survives_fdr_and_holm,139
tech_infrastructure_control,ecosystem_outcome,wipo_in_5_2_5_score,oxford_compute_capacity,0.6989,0.0,0.0,0.0,survives_fdr_and_holm,140
tech_infrastructure_control,ecosystem_outcome,wipo_sp13_score,oxford_societal_transition,0.6989,0.0,0.0,0.0,survives_fdr_and_holm,131
tech_infrastructure_control,ecosystem_outcome,wipo_qsrank_score,oxford_ind_rd_spending_log,0.6989,0.0,0.0,0.0,survives_fdr_and_holm,131
institutional_control,ecosystem_outcome,wipo_polstab_score,oxford_ind_github_activity_log,0.6989,0.0,0.0,0.0,survives_fdr_and_holm,131
tech_infrastructure_control,ecosystem_outcome,wipo_in_1_score,oxford_ind_cost_internet_device,0.6988,0.0,0.0,0.0,survives_fdr_and_holm,139
institutional_control,ecosystem_outcome,wipo_polstab_score,oxford_maturity,0.6988,0.0,0.0,0.0,survives_fdr_and_holm,131
tech_infrastructure_control,ecosystem_outcome,wipo_natfeatfilm_score,wipo_wikiedit_score,0.6988,0.0,0.0,0.0,survives_fdr_and_holm,107
tech_infrastructure_control,ecosystem_outcome,wipo_in_5_score,oxford_ind_telecom_infrastructure,0.6988,0.0,0.0,0.0,survives_fdr_and_holm,140
socioeconomic_control,ecosystem_outcome,wipo_rdexp_score,wipo_out_6_2_5_score,0.6988,0.0,0.0,0.0,survives_fdr_and_holm,100
socioeconomic_control,ecosystem_outcome,wipo_pisa_score,oxford_infrastructure,0.6987,0.0,0.0,0.0,survives_fdr_and_holm,78
tech_infrastructure_control,ecosystem_outcome,wipo_sp43_score,wipo_out_6_3_2_score,0.6987,0.0,0.0,0.0,survives_fdr_and_holm,126
tech_infrastructure_control,ecosystem_outcome,wipo_in_1_1_1_score,oxford_ind_broadband_quality,0.6987,0.0,0.0,0.0,survives_fdr_and_holm,137
tech_infrastructure_control,ecosystem_outcome,wipo_in_3_1_4_score,oxford_ind_cost_internet_device,0.6987,0.0,0.0,0.0,survives_fdr_and_holm,135
tech_infrastructure_control,ecosystem_outcome,wipo_govolserv_score,oxford_ind_ict_skills,0.6986,0.0,0.0,0.0,survives_fdr_and_holm,126
tech_infrastructure_control,ecosystem_outcome,wipo_in_5_3_5_score,wipo_out_7_2_score,0.6986,0.0,0.0,0.0,survives_fdr_and_holm,90
tech_infrastructure_control,ecosystem_outcome,wipo_in_1_1_score,oxford_ind_accountability,0.6985,0.0,0.0,0.0,survives_fdr_and_holm,140
tech_infrastructure_control,ecosystem_outcome,wipo_entmedia_score,oxford_data_availability,0.6985,0.0,0.0,0.0,survives_fdr_and_holm,62
tech_infrastructure_control,ecosystem_outcome,wipo_sp43_score,wipo_brandval_score,0.6985,0.0,0.0,0.0,survives_fdr_and_holm,113
tech_infrastructure_control,ecosystem_outcome,wipo_domcred2priv_score,oxford_infrastructure,0.6985,0.0,0.0,0.0,survives_fdr_and_holm,129
regulatory_treatment,ecosystem_outcome,stanford_fig_3_6_1_fig_3_6_1_data_protection_and_privacy,oxford_ind_govt_effectiveness,0.6984,0.0,0.0,0.0,survives_fdr_and_holm,136
tech_infrastructure_control,ecosystem_outcome,wipo_in_1_score,oxford_technology_sector,0.6984,0.0,0.0,0.0,survives_fdr_and_holm,140
tech_infrastructure_control,ecosystem_outcome,wipo_in_3_3_3_score,oxford_ind_broadband_quality,0.6984,0.0,0.0,0.0,survives_fdr_and_holm,137
socioeconomic_control,ecosystem_outcome,wb_mobile_subscriptions_per100,oxford_ind_telecom_infrastructure,0.6984,0.0,0.0,0.0,survives_fdr_and_holm,192
tech_infrastructure_control,ecosystem_outcome,wipo_in_5_score,oxford_ind_online_services,0.6984,0.0,0.0,0.0,survives_fdr_and_holm,140
tech_infrastructure_control,ecosystem_outcome,wipo_in_3_2_score,wipo_elecout_score,0.6983,0.0,0.0,0.0,survives_fdr_and_holm,124
tech_infrastructure_control,ecosystem_outcome,wipo_in_1_1_score,oxford_innovation_capacity,0.6983,0.0,0.0,0.0,survives_fdr_and_holm,140
tech_infrastructure_control,ecosystem_outcome,wipo_in_5_1_1_score,oxford_ind_statistical_capacity,0.6982,0.0,0.0,0.0,survives_fdr_and_holm,133
tech_infrastructure_control,ecosystem_outcome,wipo_in_3_1_2_score,oxford_governance_ethics,0.6982,0.0,0.0,0.0,survives_fdr_and_holm,140
tech_infrastructure_control,ecosystem_outcome,wipo_in_3_1_4_score,oxford_ind_govt_effectiveness,0.6982,0.0,0.0,0.0,survives_fdr_and_holm,135
tech_infrastructure_control,ecosystem_outcome,wipo_restalbus_score,oxford_governance_ethics,0.6982,0.0,0.0,0.0,survives_fdr_and_holm,86
tech_infrastructure_control,ecosystem_outcome,wipo_intelproprec_score,oxford_governance_ethics,0.6981,0.0,0.0,0.0,survives_fdr_and_holm,113
regulatory_treatment,ecosystem_outcome,stanford_fig_3_7_1_fig_3_7_1_bias_and_unfair_discrimination,oxford_resilience,0.6981,0.0,0.0,0.0,survives_fdr_and_holm,136
adoption_diffusion,ecosystem_outcome,ms_h2_2025_ai_diffusion_pct,oxford_adaptability,0.6981,0.0,0.0,0.0,survives_fdr_and_holm,146
tech_infrastructure_control,ecosystem_outcome,wipo_sp51_score,oxford_ind_rd_spending_log,0.6981,0.0,0.0,0.0,survives_fdr_and_holm,131
tech_infrastructure_control,ecosystem_outcome,wipo_logperf_score,oxford_governance_principles,0.6979,0.0,0.0,0.0,survives_fdr_and_holm,124
tech_infrastructure_control,ecosystem_outcome,oecd_2_indigo_oecd_indigo_score,oxford_ind_online_services,0.6979,0.0,0.0,0.0,survives_fdr_and_holm,189
institutional_control,ecosystem_outcome,wipo_easeinsol_score,oxford_ai_infrastructure,0.6979,0.0,0.0,0.0,survives_fdr_and_holm,131
tech_infrastructure_control,ecosystem_outcome,wipo_sp12_score,oxford_ind_cost_internet_device,0.6979,0.0,0.0,0.0,survives_fdr_and_holm,131
tech_infrastructure_control,ecosystem_outcome,wipo_in_4_score,oxford_ind_rd_spending_log,0.6978,0.0,0.0,0.0,survives_fdr_and_holm,140
tech_infrastructure_control,ecosystem_outcome,wipo_intelproprec_score,oxford_technology_sector,0.6978,0.0,0.0,0.0,survives_fdr_and_holm,113
tech_infrastructure_control,ecosystem_outcome,wipo_in_3_score,oxford_ai_sector_maturity,0.6978,0.0,0.0,0.0,survives_fdr_and_holm,140
regulatory_treatment,ecosystem_outcome,stanford_fig_3_4_5_fig_3_4_5_number_of_rai_submissions,wipo_out_score,0.6978,0.0,0.0,0.0,survives_fdr_and_holm,81
tech_infrastructure_control,ecosystem_outcome,wipo_statclustdev_score,oxford_infrastructure,0.6977,0.0,0.0,0.0,survives_fdr_and_holm,126
tech_infrastructure_control,ecosystem_outcome,wipo_in_2_1_3_score,oxford_development_diffusion,0.6977,0.0,0.0,0.0,survives_fdr_and_holm,129
tech_infrastructure_control,ecosystem_outcome,wipo_in_score,oxford_government_digital_policy,0.6977,0.0,0.0,0.0,survives_fdr_and_holm,140
tech_infrastructure_control,ecosystem_outcome,wipo_in_3_1_1_score,wipo_out_6_3_score,0.6977,0.0,0.0,0.0,survives_fdr_and_holm,140
tech_infrastructure_control,ecosystem_outcome,wipo_sp13_score,wipo_out_7_3_score,0.6977,0.0,0.0,0.0,survives_fdr_and_holm,132
tech_infrastructure_control,ecosystem_outcome,wipo_in_4_1_score,wipo_pctpatorig_score,0.6977,0.0,0.0,0.0,survives_fdr_and_holm,117
tech_infrastructure_control,ecosystem_outcome,wipo_in_3_3_3_score,oxford_ind_ict_trade_goods_log,0.6977,0.0,0.0,0.0,survives_fdr_and_holm,140
tech_infrastructure_control,ecosystem_outcome,wipo_in_5_2_2_score,oxford_technology_sector,0.6977,0.0,0.0,0.0,survives_fdr_and_holm,135
adoption_diffusion,ecosystem_outcome,anthropic_ai_autonomy_mean,oxford_ind_telecom_infrastructure,-0.6977,0.0,0.0,0.0,survives_fdr_and_holm,155
tech_infrastructure_control,ecosystem_outcome,wipo_sp43_score,wipo_out_6_2_score,0.6976,0.0,0.0,0.0,survives_fdr_and_holm,132
tech_infrastructure_control,ecosystem_outcome,wipo_sp62_score,oxford_human_capital_2025,0.6975,0.0,0.0,0.0,survives_fdr_and_holm,131
tech_infrastructure_control,ecosystem_outcome,wipo_sp22_score,wipo_wikiedit_score,0.6975,0.0,0.0,0.0,survives_fdr_and_holm,129
tech_infrastructure_control,ecosystem_outcome,wipo_sp31_score,wipo_out_6_1_1_score,0.6975,0.0,0.0,0.0,survives_fdr_and_holm,131
tech_infrastructure_control,ecosystem_outcome,wipo_in_5_2_4_score,oxford_ind_company_investment_emerging_tech,0.6975,0.0,0.0,0.0,survives_fdr_and_holm,136
tech_infrastructure_control,ecosystem_outcome,wipo_c_eccomplexity_score,oxford_data_availability,0.6975,0.0,0.0,0.0,survives_fdr_and_holm,121
institutional_control,ecosystem_outcome,wb_regulatory_quality,oxford_governance_2025,0.6975,0.0,0.0,0.0,survives_fdr_and_holm,193
tech_infrastructure_control,ecosystem_outcome,wipo_in_2_3_1_score,wipo_out_6_3_1_score,0.6975,0.0,0.0,0.0,survives_fdr_and_holm,118
tech_infrastructure_control,ecosystem_outcome,wipo_ictacc_score,wipo_out_6_1_score,0.6974,0.0,0.0,0.0,survives_fdr_and_holm,132
regulatory_treatment,ecosystem_outcome,stanford_fig_3_6_1_fig_3_6_1_data_protection_and_privacy,wipo_patfam_score,0.6974,0.0,0.0,0.0,survives_fdr_and_holm,108
tech_infrastructure_control,ecosystem_outcome,wipo_in_5_1_4_score,oxford_ind_govt_effectiveness,0.6974,0.0,0.0,0.0,survives_fdr_and_holm,105
tech_infrastructure_control,ecosystem_outcome,wipo_in_3_2_2_score,oxford_ind_statistical_capacity,0.6973,0.0,0.0,0.0,survives_fdr_and_holm,130
tech_infrastructure_control,ecosystem_outcome,wipo_qsrank_score,oxford_governance_ethics,0.6973,0.0,0.0,0.0,survives_fdr_and_holm,131
institutional_control,ecosystem_outcome,wb_government_effectiveness,oxford_resilience,0.6973,0.0,0.0,0.0,survives_fdr_and_holm,193
tech_infrastructure_control,ecosystem_outcome,wipo_cctld_score,oxford_ind_govt_effectiveness,0.6972,0.0,0.0,0.0,survives_fdr_and_holm,131
tech_infrastructure_control,ecosystem_outcome,wipo_in_3_1_3_score,oxford_ind_ict_skills,0.6972,0.0,0.0,0.0,survives_fdr_and_holm,133
regulatory_treatment,ecosystem_outcome,stanford_fig_3_6_1_fig_3_6_1_data_protection_and_privacy,wipo_out_7_3_1_score,0.6972,0.0,0.0,0.0,survives_fdr_and_holm,116
tech_infrastructure_control,ecosystem_outcome,wipo_in_1_2_1_score,wipo_out_6_score,0.6972,0.0,0.0,0.0,survives_fdr_and_holm,141
tech_infrastructure_control,ecosystem_outcome,wipo_in_4_2_4_score,oxford_ind_telecom_infrastructure,0.697,0.0,0.0,0.0,survives_fdr_and_holm,124
tech_infrastructure_control,ecosystem_outcome,wipo_sp73_score,oxford_ai_infrastructure,0.697,0.0,0.0,0.0,survives_fdr_and_holm,131
tech_infrastructure_control,ecosystem_outcome,wipo_domcred2priv_score,wipo_out_6_1_2_score,0.697,0.0,0.0,0.0,survives_fdr_and_holm,118
tech_infrastructure_control,ecosystem_outcome,wipo_in_5_3_score,wipo_out_6_3_score,0.6969,0.0,0.0,0.0,survives_fdr_and_holm,141
regulatory_treatment,tech_infrastructure_control,stanford_fig_3_6_1_fig_3_6_1_data_protection_and_privacy,wipo_in_2_3_score,0.6969,0.0,0.0,0.0,survives_fdr_and_holm,116
institutional_control,ecosystem_outcome,wb_regulatory_quality,wipo_out_6_score,0.6969,0.0,0.0,0.0,survives_fdr_and_holm,141
tech_infrastructure_control,ecosystem_outcome,wipo_domcred2priv_score,wipo_out_score,0.6969,0.0,0.0,0.0,survives_fdr_and_holm,130
tech_infrastructure_control,ecosystem_outcome,wipo_sp21_score,wipo_gii_score,0.6969,0.0,0.0,0.0,survives_fdr_and_holm,131
adoption_diffusion,ecosystem_outcome,ms_change_pp,oxford_ai_technology_diffusion,0.6969,0.0,0.0,0.0,survives_fdr_and_holm,146
socioeconomic_control,ecosystem_outcome,wb_researchers_rd_per_million,oxford_governance_2025,0.6969,0.0,0.0,0.0,survives_fdr_and_holm,107
tech_infrastructure_control,ecosystem_outcome,wipo_in_2_3_1_score,wipo_out_7_3_4_score,0.6968,0.0,0.0,0.0,survives_fdr_and_holm,111
tech_infrastructure_control,ecosystem_outcome,wipo_in_2_3_4_score,oxford_ind_data_governance,0.6968,0.0,0.0,0.0,survives_fdr_and_holm,140
institutional_control,ecosystem_outcome,wipo_polstab_score,oxford_adaptability,0.6968,0.0,0.0,0.0,survives_fdr_and_holm,131
tech_infrastructure_control,ecosystem_outcome,wipo_in_4_2_5_score,oxford_ind_ict_trade_goods_log,0.6968,0.0,0.0,0.0,survives_fdr_and_holm,115
institutional_control,ecosystem_outcome,wb_political_stability,oxford_ind_govt_effectiveness,0.6968,0.0,0.0,0.0,survives_fdr_and_holm,191
tech_infrastructure_control,ecosystem_outcome,wipo_in_2_score,oxford_ind_broadband_quality,0.6968,0.0,0.0,0.0,survives_fdr_and_holm,137
tech_infrastructure_control,ecosystem_outcome,wipo_intelproprec_score,oxford_total_score,0.6967,0.0,0.0,0.0,survives_fdr_and_holm,113
tech_infrastructure_control,ecosystem_outcome,wipo_in_4_2_2_score,wipo_out_7_3_1_score,0.6967,0.0,0.0,0.0,survives_fdr_and_holm,129
tech_infrastructure_control,ecosystem_outcome,wipo_in_2_1_4_score,oxford_ind_regulatory_quality,0.6967,0.0,0.0,0.0,survives_fdr_and_holm,85
tech_infrastructure_control,ecosystem_outcome,wipo_in_4_2_score,oxford_ai_infrastructure,0.6966,0.0,0.0,0.0,survives_fdr_and_holm,131
tech_infrastructure_control,ecosystem_outcome,wipo_in_2_3_score,wipo_out_6_2_3_score,0.6966,0.0,0.0,0.0,survives_fdr_and_holm,139
tech_infrastructure_control,ecosystem_outcome,wipo_in_1_1_2_score,oxford_ind_statistical_capacity,0.6966,0.0,0.0,0.0,survives_fdr_and_holm,140
tech_infrastructure_control,ecosystem_outcome,wipo_in_1_2_1_score,wipo_out_7_2_score,0.6966,0.0,0.0,0.0,survives_fdr_and_holm,141
tech_infrastructure_control,ecosystem_outcome,wipo_ictorgmod_score,oxford_enabling_technical_infrastructure,0.6966,0.0,0.0,0.0,survives_fdr_and_holm,124
tech_infrastructure_control,ecosystem_outcome,wipo_ictuse_score,oxford_ind_cybersecurity,0.6966,0.0,0.0,0.0,survives_fdr_and_holm,131
tech_infrastructure_control,ecosystem_outcome,wipo_govolserv_score,oxford_ai_technology_diffusion,0.6966,0.0,0.0,0.0,survives_fdr_and_holm,131
tech_infrastructure_control,ecosystem_outcome,wipo_ictorgmod_score,wipo_pctpatorig_score,0.6965,0.0,0.0,0.0,survives_fdr_and_holm,111
tech_infrastructure_control,ecosystem_outcome,wipo_in_5_1_5_score,oxford_ind_rd_spending_log,0.6965,0.0,0.0,0.0,survives_fdr_and_holm,134
tech_infrastructure_control,ecosystem_outcome,wipo_in_5_1_5_score,oxford_societal_transition,0.6965,0.0,0.0,0.0,survives_fdr_and_holm,134
tech_infrastructure_control,ecosystem_outcome,wipo_ictorgmod_score,oxford_ind_cost_internet_device,0.6965,0.0,0.0,0.0,survives_fdr_and_holm,124
tech_infrastructure_control,ecosystem_outcome,wipo_in_2_score,wipo_out_7_3_4_score,0.6964,0.0,0.0,0.0,survives_fdr_and_holm,127
institutional_control,ecosystem_outcome,wb_control_of_corruption,oxford_government,0.6964,0.0,0.0,0.0,survives_fdr_and_holm,191
tech_infrastructure_control,ecosystem_outcome,wipo_in_3_2_1_score,oxford_ind_govt_effectiveness,0.6964,0.0,0.0,0.0,survives_fdr_and_holm,133
regulatory_treatment,ecosystem_outcome,stanford_fig_3_6_1_fig_3_6_1_data_protection_and_privacy,wipo_out_7_3_score,0.6963,0.0,0.0,0.0,survives_fdr_and_holm,116
tech_infrastructure_control,ecosystem_outcome,wipo_in_4_1_score,oxford_size,0.6963,0.0,0.0,0.0,survives_fdr_and_holm,140
tech_infrastructure_control,ecosystem_outcome,wipo_intelproprec_score,oxford_ind_telecom_infrastructure,0.6963,0.0,0.0,0.0,survives_fdr_and_holm,113
socioeconomic_control,ecosystem_outcome,wb_researchers_rd_per_million,oxford_human_capital_2025,0.6963,0.0,0.0,0.0,survives_fdr_and_holm,107
tech_infrastructure_control,ecosystem_outcome,wipo_govolserv_score,oxford_ind_data_governance,0.6963,0.0,0.0,0.0,survives_fdr_and_holm,131
tech_infrastructure_control,ecosystem_outcome,wb_fixed_broadband_per100,oxford_adaptability,0.6962,0.0,0.0,0.0,survives_fdr_and_holm,191
tech_infrastructure_control,ecosystem_outcome,wipo_in_3_2_2_score,oxford_adaptability,0.6962,0.0,0.0,0.0,survives_fdr_and_holm,130
tech_infrastructure_control,ecosystem_outcome,wipo_sp12_score,wipo_pctpatorig_score,0.6962,0.0,0.0,0.0,survives_fdr_and_holm,117
tech_infrastructure_control,ecosystem_outcome,wipo_gerdfinbus_score,wipo_patorig_score,0.6962,0.0,0.0,0.0,survives_fdr_and_holm,102
tech_infrastructure_control,ecosystem_outcome,wipo_ictuse_score,wipo_out_6_3_1_score,0.6961,0.0,0.0,0.0,survives_fdr_and_holm,132
tech_infrastructure_control,ecosystem_outcome,wipo_in_5_1_1_score,wipo_out_6_3_2_score,0.6961,0.0,0.0,0.0,survives_fdr_and_holm,123
socioeconomic_control,ecosystem_outcome,anthropic_gdp_total,oxford_resilience,0.6961,0.0,0.0,0.0,survives_fdr_and_holm,171
adoption_diffusion,ecosystem_outcome,ms_change_pp,oxford_digital_capacity,0.696,0.0,0.0,0.0,survives_fdr_and_holm,146
tech_infrastructure_control,ecosystem_outcome,wipo_in_1_2_score,wipo_elecout_score,0.696,0.0,0.0,0.0,survives_fdr_and_holm,124
tech_infrastructure_control,ecosystem_outcome,wipo_dommarksc_score,oxford_innovation_capacity,0.696,0.0,0.0,0.0,survives_fdr_and_holm,131
tech_infrastructure_control,ecosystem_outcome,wipo_in_1_2_1_score,oxford_governance_2025,0.6959,0.0,0.0,0.0,survives_fdr_and_holm,140
tech_infrastructure_control,ecosystem_outcome,wipo_sp43_score,wipo_creagoodexp_score,0.6959,0.0,0.0,0.0,survives_fdr_and_holm,131
tech_infrastructure_control,ecosystem_outcome,wipo_in_3_2_2_score,wipo_out_6_2_5_score,0.6958,0.0,0.0,0.0,survives_fdr_and_holm,107
institutional_control,ecosystem_outcome,wipo_ruleol_score,wipo_out_6_3_2_score,0.6958,0.0,0.0,0.0,survives_fdr_and_holm,126
tech_infrastructure_control,ecosystem_outcome,oecd_2_indigo_oecd_indigo_score,oxford_government,0.6958,0.0,0.0,0.0,survives_fdr_and_holm,189
socioeconomic_control,ecosystem_outcome,wb_tertiary_education_enrollment,oxford_enabling_technical_infrastructure,0.6957,0.0,0.0,0.0,survives_fdr_and_holm,155
institutional_control,ecosystem_outcome,wb_control_of_corruption,wipo_out_7_3_score,0.6957,0.0,0.0,0.0,survives_fdr_and_holm,141
tech_infrastructure_control,ecosystem_outcome,wipo_in_5_score,wipo_brandval_score,0.6957,0.0,0.0,0.0,survives_fdr_and_holm,113
tech_infrastructure_control,ecosystem_outcome,wipo_in_2_3_4_score,oxford_ind_non_ai_unicorns_log,0.6956,0.0,0.0,0.0,survives_fdr_and_holm,140
